date,advbw,bwhist
2012-04-30,22.010891,14.311017
2012-05-01,22.007633,14.263651
2012-05-02,22.063189,14.252880
2012-05-03,22.197694,14.376693
2012-05-04,22.434204,14.551288
2012-05-05,22.409532,14.443265
2012-05-06,22.457377,14.154724
2012-05-07,21.783769,14.081219
2012-05-08,21.706959,13.785561
2012-05-09,21.848131,13.995132
2012-05-10,22.066864,14.264341
2012-05-11,21.688546,14.055324
2012-05-12,21.970532,14.279522
2012-05-13,22.730920,14.401998
2012-05-14,22.561146,14.118632
2012-05-15,22.088515,14.238093
2012-05-16,21.793363,14.219762
2012-05-17,21.976076,14.501864
2012-05-18,22.086077,14.495662
2012-05-19,21.924405,14.255585
2012-05-20,21.793353,14.132247
2012-05-21,21.566020,14.319418
2012-05-22,21.494054,14.333983
2012-05-23,21.581687,14.358209
2012-05-24,21.710269,14.323203
2012-05-25,21.821265,14.247403
2012-05-26,22.066593,14.219641
2012-05-27,22.073699,14.460145
2012-05-28,21.919119,14.583773
2012-05-29,21.924319,14.200962
2012-05-30,22.132117,14.648038
2012-05-31,22.304415,14.816774
2012-06-01,22.874697,14.975029
2012-06-02,22.771944,15.153323
2012-06-03,22.913858,14.978679
2012-06-04,22.927868,14.918448
2012-06-05,22.945767,14.940246
2012-06-06,23.029498,14.951524
2012-06-07,23.190214,14.600621
2012-06-08,23.105538,14.582892
2012-06-09,22.898999,14.728921
2012-06-10,22.820380,14.520251
2012-06-11,22.656163,14.644550
2012-06-12,22.365838,14.543325
2012-06-13,22.403398,14.610271
2012-06-14,22.603672,14.405429
2012-06-15,22.356165,14.090675
2012-06-16,22.161491,14.208607
2012-06-17,22.253665,14.303586
2012-06-18,22.372174,14.185710
2012-06-19,22.606585,14.620195
2012-06-20,22.662493,14.694673
2012-06-21,22.768012,14.316689
2012-06-22,22.805099,14.149792
2012-06-23,22.522831,14.433658
2012-06-24,23.030594,14.565201
2012-06-25,23.131565,14.962008
2012-06-26,23.281409,14.844228
2012-06-27,23.374842,14.854235
2012-06-28,23.195391,14.589703
2012-06-29,22.877814,14.499624
2012-06-30,22.361321,14.206824
2012-07-01,22.260422,14.302380
2012-07-02,22.860199,14.266127
2012-07-03,22.704097,14.385176
2012-07-04,22.842486,14.548665
2012-07-05,22.222180,14.286722
2012-07-06,22.185353,14.487201
2012-07-07,23.169799,14.933622
2012-07-08,23.118236,14.854633
2012-07-09,23.127257,15.114041
2012-07-10,22.993770,14.895383
2012-07-11,23.042355,14.803467
2012-07-12,23.158228,14.773736
2012-07-13,23.203243,14.404278
2012-07-14,22.714407,14.688537
2012-07-15,22.974109,14.683985
2012-07-16,22.797153,14.264392
2012-07-17,22.457170,14.947326
2012-07-18,22.994130,15.098951
2012-07-19,23.078446,15.084621
2012-07-20,22.999965,14.599793
2012-07-21,22.883114,14.807055
2012-07-22,22.979957,14.605333
2012-07-23,22.828817,14.944302
2012-07-24,22.845766,15.148535
2012-07-25,23.202564,15.278639
2012-07-26,23.483599,15.268069
2012-07-27,23.825570,15.341692
2012-07-28,23.876492,15.832328
2012-07-29,24.012120,15.990633
2012-07-30,24.469481,16.090113
2012-07-31,24.491505,16.430655
2012-08-01,24.755682,16.259822
2012-08-02,24.466281,15.973647
2012-08-03,23.920551,16.041581
2012-08-04,24.030640,16.447358
2012-08-05,24.310187,16.382028
2012-08-06,24.213003,16.541983
2012-08-07,24.321699,16.659065
2012-08-08,24.470871,16.098899
2012-08-09,24.698990,16.156077
2012-08-10,25.266571,16.241354
2012-08-11,25.404293,16.407760
2012-08-12,25.334970,15.970374
2012-08-13,25.264915,16.214921
2012-08-14,24.992251,16.411147
2012-08-15,25.056333,16.398951
2012-08-16,24.969789,16.451525
2012-08-17,24.768416,16.657888
2012-08-18,24.845682,17.111089
2012-08-19,24.975329,16.650090
2012-08-20,24.919168,17.025737
2012-08-21,25.091734,16.887235
2012-08-22,24.854091,16.765877
2012-08-23,24.534883,16.826012
2012-08-24,24.696200,16.803592
2012-08-25,24.961813,16.910695
2012-08-26,25.846356,16.452116
2012-08-27,25.446690,16.899818
2012-08-28,25.813591,16.960045
2012-08-29,25.770734,16.955877
2012-08-30,26.737031,15.719074
2012-08-31,27.193670,17.371413
2012-09-01,27.509506,16.755961
2012-09-02,27.604834,16.540808
2012-09-03,27.410684,16.396216
2012-09-04,27.405664,16.490627
2012-09-05,27.099565,16.574283
2012-09-06,27.713993,16.855160
2012-09-07,27.573950,16.220211
2012-09-08,27.370898,16.998764
2012-09-09,27.341985,17.697346
2012-09-10,27.777693,17.030989
2012-09-11,28.050982,17.465352
2012-09-12,28.210323,17.325764
2012-09-13,28.007249,16.825252
2012-09-14,27.900102,17.231131
2012-09-15,28.209036,17.645401
2012-09-16,28.002189,17.154178
2012-09-17,27.847487,16.964283
2012-09-18,27.307462,17.178048
2012-09-19,27.345899,16.716258
2012-09-20,26.858342,16.917778
2012-09-21,26.916618,16.643167
2012-09-22,26.711166,17.096966
2012-09-23,26.800063,17.702548
2012-09-24,27.504965,16.930253
2012-09-25,27.201570,17.389472
2012-09-26,27.338000,17.170351
2012-09-27,27.546868,17.197240
2012-09-28,27.677614,17.294210
2012-09-29,27.649818,17.420694
2012-09-30,27.884210,17.287268
2012-10-01,28.141590,16.763488
2012-10-02,27.901259,16.863084
2012-10-03,26.790884,17.008270
2012-10-04,27.353149,17.306175
2012-10-05,27.840946,17.170121
2012-10-06,27.886556,17.521638
2012-10-07,27.301006,17.179127
2012-10-08,28.032760,17.143172
2012-10-09,28.061547,17.278063
2012-10-10,27.591513,17.187016
2012-10-11,27.256789,16.968021
2012-10-12,27.471901,17.663987
2012-10-13,27.906626,17.938109
2012-10-14,28.250544,17.893809
2012-10-15,28.241245,17.188733
2012-10-16,27.597420,17.372858
2012-10-17,27.961224,17.107037
2012-10-18,27.922320,16.821613
2012-10-19,27.416327,16.593848
2012-10-20,27.165771,16.782692
2012-10-21,26.888005,16.509222
2012-10-22,27.255149,16.858178
2012-10-23,26.906534,16.554402
2012-10-24,26.619022,17.129831
2012-10-25,26.251555,16.899160
2012-10-26,25.900648,16.506752
2012-10-27,26.460761,17.314716
2012-10-28,26.296743,17.881376
2012-10-29,26.663461,17.910258
2012-10-30,26.711072,17.396944
2012-10-31,26.219539,17.086759
2012-11-01,26.594722,17.203207
2012-11-02,27.289391,17.498122
2012-11-03,27.723581,17.879039
2012-11-04,27.971324,17.675527
2012-11-05,27.042018,16.993650
2012-11-06,26.573403,16.701528
2012-11-07,28.451701,17.958916
2012-11-08,28.489075,18.098417
2012-11-09,28.541208,17.794431
2012-11-10,28.446810,18.219317
2012-11-11,29.014641,18.282911
2012-11-12,28.355204,17.813477
2012-11-13,28.373901,18.318761
2012-11-14,29.910840,17.639690
2012-11-15,29.403286,18.300875
2012-11-16,29.273976,18.749651
2012-11-17,28.960086,19.407507
2012-11-18,28.928599,19.127934
2012-11-19,29.172302,19.100152
2012-11-20,29.307703,18.890241
2012-11-21,29.504112,19.036137
2012-11-22,29.674854,19.447486
2012-11-23,29.978542,19.701731
2012-11-24,30.262271,19.333414
2012-11-25,29.917391,19.383574
2012-11-26,29.922551,19.170921
2012-11-27,29.773351,19.063719
2012-11-28,29.811269,19.056189
2012-11-29,29.788198,18.891477
2012-11-30,29.836046,18.641908
2012-12-01,30.694096,19.115088
2012-12-02,30.690825,19.509335
2012-12-03,30.741992,18.539937
2012-12-04,30.629746,17.975513
2012-12-05,29.993895,17.313839
2012-12-06,29.046324,17.998090
2012-12-07,29.623477,18.269912
2012-12-08,30.281679,18.068350
2012-12-09,29.568064,18.174440
2012-12-10,29.492385,17.693489
2012-12-11,29.178440,17.946686
2012-12-12,29.361233,18.313193
2012-12-13,29.226962,18.307929
2012-12-14,29.475828,17.255603
2012-12-15,29.513488,18.282643
2012-12-16,29.600985,17.640075
2012-12-17,28.986448,17.339036
2012-12-18,28.263704,18.712923
2012-12-19,28.571163,19.249098
2012-12-20,28.729496,17.931676
2012-12-21,29.098206,18.797715
2012-12-22,28.822180,18.712528
2012-12-23,28.951885,18.874574
2012-12-24,28.160715,18.261871
2012-12-25,27.672277,18.254922
2012-12-26,27.632547,18.274628
2012-12-27,27.277044,18.000067
2012-12-28,26.086376,17.477578
2012-12-29,26.144921,17.963555
2012-12-30,26.638425,18.079255
2012-12-31,27.219765,17.891431
2013-01-01,26.915200,17.383047
2013-01-02,27.263231,18.115439
2013-01-03,28.149994,17.610333
2013-01-04,28.496377,17.418747
2013-01-05,28.057312,17.976631
2013-01-06,28.029505,18.363797
2013-01-07,29.571129,17.847933
2013-01-08,28.737423,17.605603
2013-01-09,28.089413,17.788441
2013-01-10,28.231890,17.841872
2013-01-11,28.635394,18.671158
2013-01-12,29.804206,19.381336
2013-01-13,30.145576,19.216618
2013-01-14,30.209913,19.696494
2013-01-15,30.220574,18.777828
2013-01-16,30.230917,18.495724
2013-01-17,30.316507,18.387367
2013-01-18,29.606655,17.963148
2013-01-19,29.492852,18.730619
2013-01-20,29.574003,18.719486
2013-01-21,29.718849,18.156133
2013-01-22,29.483566,18.406502
2013-01-23,29.390987,18.576855
2013-01-24,30.102088,18.246124
2013-01-25,30.036228,18.261159
2013-01-26,29.957432,18.188143
2013-01-27,30.103397,17.942845
2013-01-28,30.280704,18.136741
2013-01-29,29.531889,17.846190
2013-01-30,30.474090,17.920158
2013-01-31,28.930197,17.748559
2013-02-01,29.688072,18.179134
2013-02-02,29.736468,18.167133
2013-02-03,29.208348,18.066112
2013-02-04,28.809932,17.675697
2013-02-05,28.615383,17.241493
2013-02-06,28.593622,17.343382
2013-02-07,28.857919,17.925182
2013-02-08,28.959470,18.644053
2013-02-09,29.089249,18.529807
2013-02-10,29.221002,17.819264
2013-02-11,29.432111,18.547094
2013-02-12,29.432972,18.024268
2013-02-13,29.189638,17.417975
2013-02-14,28.498481,18.177131
2013-02-15,27.277086,18.110850
2013-02-16,28.382334,17.237943
2013-02-17,28.822372,18.135375
2013-02-18,29.391112,17.984389
2013-02-19,28.954795,18.478646
2013-02-20,29.754630,18.464769
2013-02-21,29.076945,18.546018
2013-02-22,29.191563,18.422386
2013-02-23,28.854580,17.930573
2013-02-24,28.656886,17.724447
2013-02-25,28.495029,17.757145
2013-02-26,28.534174,17.470855
2013-02-27,27.828736,18.216557
2013-02-28,28.089983,17.907214
2013-03-01,28.643666,17.545453
2013-03-02,27.849131,18.244813
2013-03-03,27.776817,18.423988
2013-03-04,29.672040,19.161264
2013-03-05,29.093626,19.125880
2013-03-06,28.458334,19.036637
2013-03-07,28.425880,18.486752
2013-03-08,28.182861,18.512681
2013-03-09,28.440942,19.111114
2013-03-10,29.085157,19.055347
2013-03-11,29.895283,18.877239
2013-03-12,30.226738,18.147132
2013-03-13,30.277959,18.177999
2013-03-14,29.955612,18.374357
2013-03-15,30.194683,18.281497
2013-03-16,29.941838,19.220327
2013-03-17,30.938895,18.713847
2013-03-18,30.616697,18.717370
2013-03-19,31.086069,18.606931
2013-03-20,31.400030,18.747786
2013-03-21,31.301418,18.669521
2013-03-22,31.263256,18.603660
2013-03-23,31.415510,19.221587
2013-03-24,30.460571,18.777568
2013-03-25,29.584462,18.990993
2013-03-26,29.443253,19.041021
2013-03-27,29.329037,18.745626
2013-03-28,29.227721,18.845832
2013-03-29,29.472684,18.451443
2013-03-30,28.597710,18.735532
2013-03-31,28.764692,18.940017
2013-04-01,29.246229,19.487904
2013-04-02,29.500867,19.321567
2013-04-03,29.440424,19.368837
2013-04-04,29.043460,19.396574
2013-04-05,28.469426,19.532640
2013-04-06,28.794617,19.753794
2013-04-07,28.815117,19.465901
2013-04-08,28.669941,19.211526
2013-04-09,28.668121,19.040739
2013-04-10,29.699811,19.275349
2013-04-11,29.806110,19.017976
2013-04-12,29.493445,19.494773
2013-04-13,29.373750,19.393879
2013-04-14,29.410033,19.283558
2013-04-15,30.184312,19.384086
2013-04-16,30.388075,19.284017
2013-04-17,30.437893,19.538673
2013-04-18,30.687681,19.544794
2013-04-19,30.751708,19.596776
2013-04-20,30.598233,20.342070
2013-04-21,30.741458,20.150218
2013-04-22,30.324424,19.894533
2013-04-23,30.529202,20.109647
2013-04-24,30.687324,20.035564
2013-04-25,31.145021,20.109797
2013-04-26,31.224429,20.241832
2013-04-27,31.243829,20.605946
2013-04-28,31.327996,20.314788
2013-04-29,31.946132,20.620745
2013-04-30,32.137291,20.163865
2013-05-01,32.472725,20.767968
2013-05-02,32.513866,20.206680
2013-05-03,32.489208,21.127451
2013-05-04,32.425237,21.467602
2013-05-05,32.495408,20.844600
2013-05-06,32.568830,21.462512
2013-05-07,32.524367,20.942009
2013-05-08,32.561330,20.882822
2013-05-09,32.682043,21.155354
2013-05-10,32.653873,21.083361
2013-05-11,32.659797,21.402607
2013-05-12,32.836706,20.916079
2013-05-13,32.665658,20.547247
2013-05-14,32.580834,20.706699
2013-05-15,32.440560,20.258290
2013-05-16,32.286030,20.239188
2013-05-17,32.552366,20.886265
2013-05-18,32.965888,21.302289
2013-05-19,32.897132,21.317588
2013-05-20,33.200767,21.645697
2013-05-21,33.380426,21.161910
2013-05-22,33.322919,20.927989
2013-05-23,33.264407,21.020986
2013-05-24,33.120055,21.127174
2013-05-25,32.659527,21.565446
2013-05-26,33.033953,21.239171
2013-05-27,32.957763,21.053021
2013-05-28,32.854411,21.208463
2013-05-29,33.112750,21.322146
2013-05-30,33.579683,21.454172
2013-05-31,33.812161,21.436799
2013-06-01,34.484080,21.729278
2013-06-02,34.907670,21.865509
2013-06-03,34.646384,22.067574
2013-06-04,34.583488,21.343829
2013-06-05,34.120809,20.973389
2013-06-06,33.295958,20.509008
2013-06-07,32.516755,20.688499
2013-06-08,32.959383,20.685904
2013-06-09,33.338367,20.919855
2013-06-10,33.320824,21.465797
2013-06-11,33.831775,21.354364
2013-06-12,33.811186,21.005455
2013-06-13,34.213370,21.003698
2013-06-14,34.493487,20.897245
2013-06-15,34.416727,21.231079
2013-06-16,34.361463,21.024393
2013-06-17,33.949036,21.064057
2013-06-18,33.884791,20.734968
2013-06-19,33.975602,20.893946
2013-06-20,34.159749,21.370630
2013-06-21,33.883333,21.258362
2013-06-22,33.806032,21.580761
2013-06-23,34.135388,21.379806
2013-06-24,34.464322,21.485393
2013-06-25,34.952274,21.289016
2013-06-26,34.380693,21.204483
2013-06-27,34.518363,21.381345
2013-06-28,34.970919,21.524867
2013-06-29,35.249853,21.882014
2013-06-30,35.145853,21.599066
2013-07-01,35.700036,21.790275
2013-07-02,35.950982,21.325019
2013-07-03,35.006315,20.855574
2013-07-04,34.764872,21.258496
2013-07-05,35.352463,21.698794
2013-07-06,35.627858,21.843434
2013-07-07,35.459496,21.070580
2013-07-08,35.187909,21.451285
2013-07-09,35.356785,21.068356
2013-07-10,35.163710,20.454553
2013-07-11,34.604586,20.262505
2013-07-12,34.365461,20.771140
2013-07-13,35.048226,21.166570
2013-07-14,35.461105,21.227221
2013-07-15,35.826840,21.887635
2013-07-16,35.680933,21.783804
2013-07-17,35.430874,21.681740
2013-07-18,35.101356,21.654041
2013-07-19,34.993508,21.740650
2013-07-20,35.084778,21.753893
2013-07-21,35.547090,21.939788
2013-07-22,35.315704,21.687286
2013-07-23,35.389483,22.258832
2013-07-24,35.724825,22.227821
2013-07-25,35.547391,22.237789
2013-07-26,35.577172,22.431827
2013-07-27,36.469565,22.791351
2013-07-28,36.815713,22.753850
2013-07-29,37.215187,22.910419
2013-07-30,37.688373,22.466591
2013-07-31,37.232828,22.080700
2013-08-01,37.731300,21.551843
2013-08-02,37.927869,21.386348
2013-08-03,38.275850,21.801418
2013-08-04,38.736085,21.608804
2013-08-05,38.875875,21.543398
2013-08-06,38.272071,20.979545
2013-08-07,37.404641,21.162782
2013-08-08,37.414804,21.449935
2013-08-09,37.659014,21.684448
2013-08-10,37.857871,21.664741
2013-08-11,38.028267,21.683875
2013-08-12,38.208344,22.111008
2013-08-13,38.771317,22.546295
2013-08-14,39.335954,22.260737
2013-08-15,39.123407,22.539218
2013-08-16,39.408401,22.682854
2013-08-17,39.223857,22.499495
2013-08-18,39.458676,22.584310
2013-08-19,39.631894,22.871094
2013-08-20,39.713371,23.205977
2013-08-21,39.969667,23.353288
2013-08-22,39.816203,23.013727
2013-08-23,39.649234,22.597514
2013-08-24,39.370148,22.728844
2013-08-25,39.148054,22.651366
2013-08-26,39.567586,23.074943
2013-08-27,39.602790,22.996356
2013-08-28,38.617997,23.005848
2013-08-29,36.470915,22.265706
2013-08-30,35.695757,23.064867
2013-08-31,36.638428,23.136209
2013-09-01,36.460740,23.264639
2013-09-02,35.422577,23.362851
2013-09-03,35.396276,23.305645
2013-09-04,35.566729,23.374916
2013-09-05,37.233053,23.345145
2013-09-06,39.131403,23.532984
2013-09-07,39.001691,23.739669
2013-09-08,38.194335,22.809492
2013-09-09,37.537413,22.767339
2013-09-10,36.793149,22.756581
2013-09-11,37.570642,22.385610
2013-09-12,37.198963,22.319825
2013-09-13,36.847415,22.210194
2013-09-14,37.087067,23.041875
2013-09-15,38.183968,23.059854
2013-09-16,37.960257,23.011687
2013-09-17,36.771980,22.874573
2013-09-18,36.281492,22.541831
2013-09-19,35.591477,22.383023
2013-09-20,35.385558,22.476055
2013-09-21,36.455563,22.948386
2013-09-22,37.355612,22.747849
2013-09-23,37.166765,22.440500
2013-09-24,37.199337,22.648780
2013-09-25,37.786474,22.408138
2013-09-26,37.250669,22.377591
2013-09-27,37.049465,22.508989
2013-09-28,37.713413,22.470297
2013-09-29,,22.249614
2013-09-30,37.572143,22.335933
2013-10-01,37.682428,22.395102
2013-10-02,38.479910,23.108036
2013-10-03,38.554167,23.429889
2013-10-04,38.381007,23.210909
2013-10-05,37.993908,22.992905
2013-10-06,38.107891,22.607800
2013-10-07,37.981010,22.765688
2013-10-08,38.181715,23.324255
2013-10-09,40.276784,22.252113
2013-10-10,41.329877,22.556084
2013-10-11,42.648659,22.673136
2013-10-12,42.653088,22.740041
2013-10-13,42.355653,22.297489
2013-10-14,42.131139,22.129404
2013-10-15,42.002564,21.701469
2013-10-16,42.173363,22.460780
2013-10-17,42.588837,22.320449
2013-10-18,42.532419,22.724084
2013-10-19,42.947639,22.891764
2013-10-20,43.490247,23.202769
2013-10-21,44.152350,23.435711
2013-10-22,44.624836,22.858023
2013-10-23,44.392615,23.128175
2013-10-24,44.405910,23.309513
2013-10-25,44.440251,23.999710
2013-10-26,44.438155,24.601116
2013-10-27,44.415038,24.225758
2013-10-28,44.503656,24.160378
2013-10-29,44.652811,24.590228
2013-10-30,44.851050,25.375733
2013-10-31,45.218406,24.752063
2013-11-01,45.777509,25.049982
2013-11-02,46.308031,24.823478
2013-11-03,46.144874,24.496411
2013-11-04,45.123546,24.291785
2013-11-05,45.726772,24.566141
2013-11-06,46.203615,25.462882
2013-11-07,45.952738,25.392850
2013-11-08,46.237001,25.502320
2013-11-09,46.163449,26.127378
2013-11-10,46.084310,25.616137
2013-11-11,45.967307,26.271302
2013-11-12,46.483346,25.755572
2013-11-13,46.617767,25.600536
2013-11-14,46.380588,25.500577
2013-11-15,46.648208,25.916145
2013-11-16,47.466479,26.118753
2013-11-17,47.161884,26.143741
2013-11-18,46.711197,25.878859
2013-11-19,47.141715,26.163722
2013-11-20,47.722223,26.540852
2013-11-21,48.270554,26.543553
2013-11-22,48.172177,26.666088
2013-11-23,49.031766,27.116088
2013-11-24,48.700343,26.972512
2013-11-25,48.358278,27.226084
2013-11-26,49.054262,26.751562
2013-11-27,49.625165,26.728574
2013-11-28,49.273556,26.700861
2013-11-29,49.307343,26.815594
2013-11-30,49.552386,27.783357
2013-12-01,50.911461,27.265891
2013-12-02,50.730887,27.212373
2013-12-03,51.023400,27.425528
2013-12-04,51.098713,27.107447
2013-12-05,50.937563,26.897316
2013-12-06,51.103101,26.394528
2013-12-07,51.150169,27.782552
2013-12-08,51.942780,27.811799
2013-12-09,52.580648,27.969968
2013-12-10,52.847362,27.741249
2013-12-11,53.212450,27.116768
2013-12-12,52.709706,26.789532
2013-12-13,51.584494,27.131004
2013-12-14,52.432026,27.880960
2013-12-15,52.946976,27.388918
2013-12-16,52.901130,27.603286
2013-12-17,52.969026,27.468382
2013-12-18,52.751126,28.006719
2013-12-19,53.489346,27.482859
2013-12-20,53.995967,28.020818
2013-12-21,53.887131,27.340310
2013-12-22,54.061104,27.222369
2013-12-23,53.398367,27.855676
2013-12-24,53.624613,27.042682
2013-12-25,53.278881,25.883584
2013-12-26,52.990003,27.332039
2013-12-27,53.528727,28.105914
2013-12-28,53.717654,28.026356
2013-12-29,53.785494,28.649632
2013-12-30,54.606102,28.935840
2013-12-31,55.030007,27.718535
2014-01-01,55.059123,27.495183
2014-01-02,55.079585,29.726225
2014-01-03,56.341254,29.507733
2014-01-04,56.689077,30.556636
2014-01-05,56.987001,30.278271
2014-01-06,57.451770,30.349938
2014-01-07,57.301161,29.884284
2014-01-08,57.684675,30.260688
2014-01-09,57.723875,29.937091
2014-01-10,57.239085,29.404988
2014-01-11,56.769960,30.860428
2014-01-12,57.728514,30.288028
2014-01-13,57.736263,30.742148
2014-01-14,57.899022,30.140922
2014-01-15,57.266570,30.267865
2014-01-16,57.676338,30.230932
2014-01-17,57.737749,30.328757
2014-01-18,58.667111,30.687462
2014-01-19,58.793086,30.384468
2014-01-20,58.190009,30.465476
2014-01-21,58.863731,30.636369
2014-01-22,59.202307,30.107637
2014-01-23,58.027117,29.905120
2014-01-24,57.706447,30.253890
2014-01-25,59.357975,31.363510
2014-01-26,60.309383,31.352427
2014-01-27,60.261863,30.939459
2014-01-28,59.919965,30.251693
2014-01-29,58.855455,30.458478
2014-01-30,59.581556,30.432654
2014-01-31,59.126191,30.357629
2014-02-01,59.788951,30.901470
2014-02-02,60.434505,31.168934
2014-02-03,61.346080,30.854128
2014-02-04,61.629416,30.788746
2014-02-05,61.607579,30.289402
2014-02-06,66.951689,30.906165
2014-02-07,70.369899,30.857009
2014-02-08,69.817606,31.568005
2014-02-09,69.714172,31.912334
2014-02-10,64.243125,31.725435
2014-02-11,62.730593,31.657027
2014-02-12,62.433087,30.757336
2014-02-13,60.644932,30.543903
2014-02-14,60.328181,31.031088
2014-02-15,61.739907,32.763684
2014-02-16,62.816019,33.116938
2014-02-17,63.281554,32.958007
2014-02-18,63.586070,32.397118
2014-02-19,63.854388,32.376470
2014-02-20,63.918255,32.687521
2014-02-21,64.239939,32.761266
2014-02-22,64.353250,33.395232
2014-02-23,64.225933,33.180710
2014-02-24,63.595457,33.470286
2014-02-25,64.013389,33.595462
2014-02-26,64.261182,33.374112
2014-02-27,63.570457,33.203801
2014-02-28,63.822192,33.270455
2014-03-01,65.609327,34.814865
2014-03-02,66.604070,34.013633
2014-03-03,66.527218,34.450452
2014-03-04,66.811148,34.171468
2014-03-05,66.750411,34.251377
2014-03-06,66.732510,33.716310
2014-03-07,66.479659,33.952367
2014-03-08,67.110751,34.048620
2014-03-09,66.885532,33.311092
2014-03-10,65.179200,33.258723
2014-03-11,64.956401,33.744014
2014-03-12,65.030050,33.548134
2014-03-13,64.508393,33.709913
2014-03-14,64.019898,33.600821
2014-03-15,64.281796,34.810835
2014-03-16,65.387599,33.906334
2014-03-17,64.794872,34.145432
2014-03-18,64.796982,33.524080
2014-03-19,64.997354,33.563281
2014-03-20,65.580478,34.010812
2014-03-21,65.611489,34.840521
2014-03-22,66.626456,36.119887
2014-03-23,66.851950,35.586219
2014-03-24,67.259158,35.936609
2014-03-25,67.956532,35.720309
2014-03-26,67.835536,35.501400
2014-03-27,67.550375,35.825153
2014-03-28,67.653034,36.480813
2014-03-29,68.800045,37.391483
2014-03-30,69.164629,36.957441
2014-03-31,69.282420,36.198499
2014-04-01,70.178437,35.285077
2014-04-02,70.073370,35.375390
2014-04-03,69.260779,35.730728
2014-04-04,69.895054,35.980458
2014-04-05,70.344374,36.102593
2014-04-06,69.929478,35.117834
2014-04-07,69.199558,35.271650
2014-04-08,67.195932,34.551889
2014-04-09,61.978508,32.687691
2014-04-10,59.501690,31.791234
2014-04-11,60.433740,32.592008
2014-04-12,61.570232,33.608884
2014-04-13,63.624989,33.655750
2014-04-14,64.062961,34.050323
2014-04-15,64.539390,33.532180
2014-04-16,64.306987,33.026677
2014-04-17,63.036924,33.155193
2014-04-18,58.216192,32.509725
2014-04-19,59.018845,33.046989
2014-04-20,59.944121,32.652700
2014-04-21,61.237543,33.903439
2014-04-22,62.883295,34.676177
2014-04-23,64.503311,35.110232
2014-04-24,65.765145,35.001187
2014-04-25,65.992246,36.019275
2014-04-26,66.077135,36.065981
2014-04-27,65.674345,36.059419
2014-04-28,66.645567,36.224871
2014-04-29,66.205881,36.373024
2014-04-30,66.716892,36.665817
2014-05-01,68.141307,36.661116
2014-05-02,68.970718,37.939019
2014-05-03,70.274606,38.028162
2014-05-04,71.708112,37.503900
2014-05-05,71.645027,38.199889
2014-05-06,72.198867,38.168734
2014-05-07,71.843536,37.368342
2014-05-08,71.589756,37.900672
2014-05-09,72.492774,38.188693
2014-05-10,73.955583,39.517233
2014-05-11,74.330493,39.210508
2014-05-12,74.648147,38.807468
2014-05-13,75.159601,38.729007
2014-05-14,75.154782,37.711627
2014-05-15,74.473646,38.251382
2014-05-16,74.861945,38.031313
2014-05-17,74.856083,38.363486
2014-05-18,74.816142,38.257617
2014-05-19,74.720200,38.620799
2014-05-20,75.334498,38.123832
2014-05-21,73.934569,37.774817
2014-05-22,73.764536,38.206324
2014-05-23,74.491072,38.903583
2014-05-24,75.019980,39.067778
2014-05-25,75.251078,37.758823
2014-05-26,74.126627,38.504137
2014-05-27,74.744723,38.780512
2014-05-28,75.309047,38.362179
2014-05-29,75.237735,38.897777
2014-05-30,74.615166,38.705000
2014-05-31,74.969381,38.180424
2014-06-01,76.305684,38.422492
2014-06-02,77.493498,39.672601
2014-06-03,78.367706,39.409229
2014-06-04,78.112333,39.257798
2014-06-05,78.921456,39.548774
2014-06-06,80.257676,39.201803
2014-06-07,80.501766,38.842240
2014-06-08,81.462896,38.219333
2014-06-09,81.557644,39.659655
2014-06-10,81.832024,38.826996
2014-06-11,81.500180,39.426414
2014-06-12,82.979977,38.370454
2014-06-13,83.037650,38.510076
2014-06-14,82.909631,39.199270
2014-06-15,83.260187,39.059508
2014-06-16,84.155166,39.767577
2014-06-17,84.572069,39.950290
2014-06-18,84.550346,39.720249
2014-06-19,83.827291,40.197761
2014-06-20,85.447739,40.251305
2014-06-21,86.268607,40.680238
2014-06-22,85.445698,39.648448
2014-06-23,84.979779,40.589332
2014-06-24,85.642951,40.530405
2014-06-25,84.673617,40.588644
2014-06-26,85.901669,39.691875
2014-06-27,86.286189,40.859155
2014-06-28,86.843323,39.932558
2014-06-29,87.189886,38.524132
2014-06-30,84.885332,38.670493
2014-07-01,85.085331,38.189554
2014-07-02,84.490192,39.310459
2014-07-03,86.249904,39.293862
2014-07-04,86.848211,38.772563
2014-07-05,86.950063,38.473642
2014-07-06,85.542670,39.580029
2014-07-07,83.803519,40.537757
2014-07-08,83.254006,40.122599
2014-07-09,83.540302,39.670928
2014-07-10,83.567789,39.847596
2014-07-11,83.574677,40.027988
2014-07-12,84.500083,40.054497
2014-07-13,84.728616,39.505824
2014-07-14,84.709461,41.013234
2014-07-15,85.332972,40.379198
2014-07-16,85.547141,40.741902
2014-07-17,86.446639,40.374920
2014-07-18,86.588263,39.378863
2014-07-19,84.908270,39.428492
2014-07-20,85.649356,40.274652
2014-07-21,85.901378,41.375242
2014-07-22,86.220383,41.653838
2014-07-23,87.012961,41.412652
2014-07-24,86.895760,40.939781
2014-07-25,87.169038,40.974199
2014-07-26,87.149587,40.518727
2014-07-27,87.254516,39.927009
2014-07-28,87.413513,41.535358
2014-07-29,86.812711,40.576506
2014-07-30,87.590973,40.915968
2014-07-31,88.546446,41.784853
