#
# The Tor Project
#
# URL: https://metrics.torproject.org/platforms.csv?start=2010-01-01&end=2020-01-11
#
date,bsd,linux,macos,other,windows
2012-02-24,112,1986,115,23,622
2012-02-25,113,1978,120,25,645
2012-02-26,111,1992,123,24,644
2012-02-27,110,1983,113,21,615
2012-02-28,116,1997,113,22,615
2012-02-29,117,1983,115,22,611
2012-03-01,117,1992,115,21,621
2012-03-02,117,1988,116,21,618
2012-03-03,115,2003,118,24,626
2012-03-04,116,2033,124,23,622
2012-03-05,114,2030,126,24,598
2012-03-06,115,2053,120,22,604
2012-03-07,114,2041,115,21,608
2012-03-08,116,2037,113,21,610
2012-03-09,118,2034,108,22,594
2012-03-10,115,2036,109,23,618
2012-03-11,116,2014,113,20,630
2012-03-12,117,2014,111,20,602
2012-03-13,118,2005,104,20,605
2012-03-14,122,2016,110,20,578
2012-03-15,119,2010,110,16,589
2012-03-16,121,2013,111,20,578
2012-03-17,119,2014,120,20,600
2012-03-18,120,2010,124,20,630
2012-03-19,119,2010,119,19,609
2012-03-20,118,2004,111,18,595
2012-03-21,117,1985,106,17,589
2012-03-22,118,1986,108,17,598
2012-03-23,118,1987,109,17,596
2012-03-24,119,1997,106,17,622
2012-03-25,117,2005,108,20,633
2012-03-26,116,2001,102,22,603
2012-03-27,115,2009,95,19,595
2012-03-28,112,1994,98,22,606
2012-03-29,113,1992,101,19,605
2012-03-30,114,1992,103,22,595
2012-03-31,113,2029,104,20,615
2012-04-01,114,2055,110,23,605
2012-04-02,116,2056,111,22,593
2012-04-03,116,2049,114,22,597
2012-04-04,117,2069,109,21,614
2012-04-05,118,2069,107,21,611
2012-04-06,115,2059,106,20,616
2012-04-07,118,2062,117,21,609
2012-04-08,120,2062,117,22,618
2012-04-09,119,2053,121,20,619
2012-04-10,121,2050,112,21,606
2012-04-11,122,2041,111,22,605
2012-04-12,122,2033,110,22,599
2012-04-13,122,2050,109,20,603
2012-04-14,119,2061,103,22,623
2012-04-15,121,2061,107,23,617
2012-04-16,118,2053,108,22,602
2012-04-17,116,2047,98,22,589
2012-04-18,114,2032,105,22,589
2012-04-19,116,2026,104,21,606
2012-04-20,116,2019,97,21,596
2012-04-21,119,2035,101,23,592
2012-04-22,116,2029,109,25,616
2012-04-23,116,2032,108,23,596
2012-04-24,114,2041,107,22,601
2012-04-25,115,2062,110,20,595
2012-04-26,114,2053,114,20,607
2012-04-27,114,2060,116,20,595
2012-04-28,116,2078,112,20,598
2012-04-29,117,2061,111,19,610
2012-04-30,116,2077,109,23,600
2012-05-01,118,2108,109,23,617
2012-05-02,122,2129,102,22,599
2012-05-03,121,2125,104,20,601
2012-05-04,119,2132,104,21,595
2012-05-05,121,2135,108,21,621
2012-05-06,122,2134,110,21,629
2012-05-07,123,2117,106,19,603
2012-05-08,128,2101,97,19,590
2012-05-09,123,2112,94,20,601
2012-05-10,120,2129,94,23,589
2012-05-11,122,2116,97,22,587
2012-05-12,122,2123,103,20,600
2012-05-13,122,2127,104,18,612
2012-05-14,121,2125,105,18,592
2012-05-15,123,2115,102,18,585
2012-05-16,126,2112,102,16,602
2012-05-17,126,2123,97,17,617
2012-05-18,122,2094,92,17,596
2012-05-19,122,2067,87,20,602
2012-05-20,127,2062,93,19,608
2012-05-21,127,2049,97,19,575
2012-05-22,123,2051,90,19,577
2012-05-23,122,2052,96,19,580
2012-05-24,121,2056,99,16,570
2012-05-25,121,2051,95,16,583
2012-05-26,124,2053,95,17,598
2012-05-27,126,2037,96,16,605
2012-05-28,125,2048,100,16,597
2012-05-29,123,2051,99,17,579
2012-05-30,119,2056,95,16,588
2012-05-31,120,2051,95,17,598
2012-06-01,123,2072,94,16,594
2012-06-02,120,2067,97,19,593
2012-06-03,118,2080,99,18,606
2012-06-04,119,2097,101,16,598
2012-06-05,121,2103,100,16,592
2012-06-06,124,2112,103,16,584
2012-06-07,126,2109,100,17,578
2012-06-08,124,2106,101,17,575
2012-06-09,123,2107,99,18,571
2012-06-10,123,2110,100,16,592
2012-06-11,124,2115,101,15,585
2012-06-12,123,2113,95,16,595
2012-06-13,122,2127,95,14,569
2012-06-14,120,2127,101,15,544
2012-06-15,119,2119,97,17,561
2012-06-16,121,2124,101,17,580
2012-06-17,122,2119,105,16,589
2012-06-18,123,2119,106,17,579
2012-06-19,121,2129,102,17,570
2012-06-20,118,2140,99,16,577
2012-06-21,120,2132,96,18,580
2012-06-22,121,2142,103,18,571
2012-06-23,120,2151,102,18,573
2012-06-24,122,2170,106,19,594
2012-06-25,119,2171,99,18,578
2012-06-26,119,2169,95,17,578
2012-06-27,122,2169,95,18,574
2012-06-28,124,2159,93,18,583
2012-06-29,123,2155,91,16,566
2012-06-30,121,2136,87,18,567
2012-07-01,120,2149,91,16,587
2012-07-02,117,2170,92,14,573
2012-07-03,116,2173,95,14,582
2012-07-04,116,2176,99,14,569
2012-07-05,117,2181,97,14,566
2012-07-06,120,2190,98,16,569
2012-07-07,122,2190,95,14,564
2012-07-08,123,2199,91,14,572
2012-07-09,119,2211,92,14,565
2012-07-10,118,2209,88,12,573
2012-07-11,120,2188,90,10,558
2012-07-12,120,2204,96,11,538
2012-07-13,119,2208,94,14,552
2012-07-14,117,2213,96,12,573
2012-07-15,116,2224,97,13,580
2012-07-16,117,2231,97,14,575
2012-07-17,115,2218,93,17,572
2012-07-18,113,2213,91,17,572
2012-07-19,115,2214,92,14,561
2012-07-20,112,2208,90,15,573
2012-07-21,109,2210,92,16,593
2012-07-22,109,2221,92,15,600
2012-07-23,112,2214,97,17,595
2012-07-24,113,2211,88,15,577
2012-07-25,113,2217,87,14,579
2012-07-26,110,2208,90,15,582
2012-07-27,110,2219,91,14,566
2012-07-28,110,2230,92,13,576
2012-07-29,111,2242,88,13,582
2012-07-30,114,2240,87,13,579
2012-07-31,117,2235,89,13,566
2012-08-01,118,2256,86,13,565
2012-08-02,118,2242,82,15,561
2012-08-03,116,2214,84,16,547
2012-08-04,114,2227,85,14,540
2012-08-05,115,2225,90,14,567
2012-08-06,117,2237,92,15,564
2012-08-07,114,2240,93,14,577
2012-08-08,116,2233,93,15,574
2012-08-09,116,2240,95,15,575
2012-08-10,118,2253,86,14,566
2012-08-11,122,2259,81,15,579
2012-08-12,122,2267,85,15,592
2012-08-13,122,2273,86,14,582
2012-08-14,121,2272,84,15,579
2012-08-15,121,2269,88,14,558
2012-08-16,122,2270,81,15,541
2012-08-17,123,2247,84,17,552
2012-08-18,123,2247,81,15,576
2012-08-19,120,2230,88,14,579
2012-08-20,123,2227,83,13,587
2012-08-21,120,2229,87,12,595
2012-08-22,122,2235,88,13,583
2012-08-23,124,2247,88,14,585
2012-08-24,121,2251,85,15,581
2012-08-25,124,2239,91,14,584
2012-08-26,124,2244,90,13,606
2012-08-27,123,2240,89,13,574
2012-08-28,120,2251,90,13,584
2012-08-29,125,2247,91,14,580
2012-08-30,124,2243,89,13,570
2012-08-31,126,2246,87,14,586
2012-09-01,125,2273,87,14,589
2012-09-02,125,2269,89,14,589
2012-09-03,124,2273,90,13,571
2012-09-04,123,2268,89,13,578
2012-09-05,125,2259,93,14,568
2012-09-06,125,2221,92,14,588
2012-09-07,128,2261,84,12,580
2012-09-08,129,2263,94,12,583
2012-09-09,127,2254,100,13,597
2012-09-10,130,2275,95,14,578
2012-09-11,130,2289,100,13,583
2012-09-12,131,2279,93,12,576
2012-09-13,130,2278,94,12,560
2012-09-14,132,2282,98,13,569
2012-09-15,130,2296,95,13,579
2012-09-16,131,2252,93,10,569
2012-09-17,125,2205,93,7,556
2012-09-18,125,2203,90,7,561
2012-09-19,124,2188,86,6,561
2012-09-20,127,2183,82,7,560
2012-09-21,125,2167,83,6,567
2012-09-22,125,2169,80,11,554
2012-09-23,125,2163,85,10,558
2012-09-24,127,2146,83,10,545
2012-09-25,131,2144,76,10,531
2012-09-26,132,2131,72,10,529
2012-09-27,131,2125,75,10,524
2012-09-28,132,2136,74,10,542
2012-09-29,134,2152,72,9,547
2012-09-30,133,2140,72,10,557
2012-10-01,132,2181,67,10,528
2012-10-02,131,2178,74,12,514
2012-10-03,132,2179,77,13,551
2012-10-04,131,2183,74,15,541
2012-10-05,132,2188,76,14,537
2012-10-06,132,2195,74,14,526
2012-10-07,133,2186,72,13,527
2012-10-08,130,2183,72,14,515
2012-10-09,129,2174,77,13,528
2012-10-10,130,2178,76,14,515
2012-10-11,129,2172,76,14,501
2012-10-12,131,2173,72,15,503
2012-10-13,133,2170,72,15,524
2012-10-14,137,2167,78,16,529
2012-10-15,140,2179,79,16,520
2012-10-16,142,2190,78,16,524
2012-10-17,144,2198,79,16,521
2012-10-18,143,2191,80,16,523
2012-10-19,138,2202,80,16,526
2012-10-20,141,2214,74,16,524
2012-10-21,141,2202,77,16,529
2012-10-22,145,2210,82,16,524
2012-10-23,143,2222,84,16,533
2012-10-24,140,2218,85,15,536
2012-10-25,142,2207,86,13,542
2012-10-26,144,2199,81,13,547
2012-10-27,145,2208,83,14,552
2012-10-28,140,2205,89,14,549
2012-10-29,141,2190,79,14,533
2012-10-30,140,2185,72,14,508
2012-10-31,137,2193,79,13,502
2012-11-01,138,2221,81,14,501
2012-11-02,133,2225,86,14,515
2012-11-03,133,2237,87,15,527
2012-11-04,134,2245,93,14,515
2012-11-05,134,2233,91,14,513
2012-11-06,138,2224,89,14,501
2012-11-07,136,2248,90,13,493
2012-11-08,137,2241,84,12,498
2012-11-09,138,2251,86,13,496
2012-11-10,139,2273,82,12,508
2012-11-11,136,2279,85,12,522
2012-11-12,136,2261,95,12,502
2012-11-13,140,2260,91,12,518
2012-11-14,137,2365,94,13,521
2012-11-15,139,2383,84,13,517
2012-11-16,136,2308,82,13,526
2012-11-17,133,2285,84,12,544
2012-11-18,132,2276,86,11,544
2012-11-19,131,2265,88,11,530
2012-11-20,132,2256,86,12,536
2012-11-21,135,2249,91,13,542
2012-11-22,134,2240,90,13,532
2012-11-23,132,2235,90,13,527
2012-11-24,131,2242,93,12,543
2012-11-25,132,2237,96,12,569
2012-11-26,132,2246,94,13,556
2012-11-27,134,2236,98,13,538
2012-11-28,133,2220,91,12,530
2012-11-29,133,2227,90,13,536
2012-11-30,133,2225,90,13,536
2012-12-01,129,2262,96,14,563
2012-12-02,130,2281,93,15,575
2012-12-03,131,2266,96,15,549
2012-12-04,131,2262,90,14,550
2012-12-05,132,2255,93,14,544
2012-12-06,133,2267,91,15,528
2012-12-07,133,2253,87,14,533
2012-12-08,132,2256,89,13,542
2012-12-09,130,2249,95,13,557
2012-12-10,128,2250,93,14,538
2012-12-11,129,2233,90,13,531
2012-12-12,128,2240,87,13,516
2012-12-13,129,2227,86,14,502
2012-12-14,128,2225,80,14,492
2012-12-15,126,2234,84,14,517
2012-12-16,123,2246,85,14,514
2012-12-17,122,2254,84,13,499
2012-12-18,124,2237,84,13,502
2012-12-19,125,2258,82,13,494
2012-12-20,127,2256,76,11,490
2012-12-21,129,2262,75,9,475
2012-12-22,129,2247,65,9,474
2012-12-23,127,2231,68,9,479
2012-12-24,124,2240,67,10,450
2012-12-25,125,2233,63,10,434
2012-12-26,123,2225,64,9,451
2012-12-27,118,2195,70,8,466
2012-12-28,118,2251,71,8,487
2012-12-29,120,2253,75,9,500
2012-12-30,123,2263,74,10,498
2012-12-31,124,2270,72,10,498
2013-01-01,126,2312,78,13,478
2013-01-02,128,2342,79,14,497
2013-01-03,129,2330,79,14,509
2013-01-04,128,2334,87,14,507
2013-01-05,126,2316,89,13,515
2013-01-06,124,2317,93,14,522
2013-01-07,127,2319,99,13,505
2013-01-08,128,2341,93,14,498
2013-01-09,131,2338,92,13,483
2013-01-10,129,2332,94,13,454
2013-01-11,128,2349,90,13,462
2013-01-12,127,2340,85,14,487
2013-01-13,129,2373,91,14,494
2013-01-14,129,2368,97,14,485
2013-01-15,128,2360,91,13,479
2013-01-16,129,2366,91,13,474
2013-01-17,130,2367,93,12,469
2013-01-18,132,2372,97,12,471
2013-01-19,132,2379,99,11,481
2013-01-20,133,2387,96,10,497
2013-01-21,133,2388,96,10,490
2013-01-22,133,2364,87,13,496
2013-01-23,131,2355,89,12,476
2013-01-24,131,2362,93,12,480
2013-01-25,134,2341,89,12,493
2013-01-26,132,2336,86,12,519
2013-01-27,129,2356,89,12,510
2013-01-28,132,2345,93,12,500
2013-01-29,133,2359,98,14,495
2013-01-30,134,2352,90,16,501
2013-01-31,133,2352,91,13,509
2013-02-01,134,2398,96,15,494
2013-02-02,135,2423,98,15,517
2013-02-03,136,2518,96,13,520
2013-02-04,136,2523,90,13,509
2013-02-05,138,2408,94,13,486
2013-02-06,140,2387,91,13,490
2013-02-07,142,2387,89,12,484
2013-02-08,139,2374,96,14,501
2013-02-09,140,2366,96,15,505
2013-02-10,142,2368,92,13,516
2013-02-11,141,2371,95,14,528
2013-02-12,141,2380,94,13,515
2013-02-13,141,2388,91,13,487
2013-02-14,143,2383,90,14,489
2013-02-15,140,2355,92,14,497
2013-02-16,140,2332,93,13,526
2013-02-17,140,2352,94,15,554
2013-02-18,138,2367,90,15,522
2013-02-19,139,2371,90,16,509
2013-02-20,138,2373,89,15,524
2013-02-21,139,2361,91,14,514
2013-02-22,141,2364,94,15,527
2013-02-23,136,2370,93,15,553
2013-02-24,138,2383,90,14,554
2013-02-25,138,2364,91,14,539
2013-02-26,138,2355,87,14,545
2013-02-27,138,2364,88,15,535
2013-02-28,137,2378,86,15,534
2013-03-01,141,2437,88,15,524
2013-03-02,142,2445,87,14,545
2013-03-03,143,2435,80,13,567
2013-03-04,144,2443,86,15,542
2013-03-05,143,2426,88,17,530
2013-03-06,138,2409,89,17,511
2013-03-07,138,2400,91,15,508
2013-03-08,141,2420,89,15,497
2013-03-09,143,2441,93,16,513
2013-03-10,144,2445,89,16,514
2013-03-11,141,2472,86,16,506
2013-03-12,140,2469,88,16,524
2013-03-13,137,2489,90,16,506
2013-03-14,139,2477,85,16,500
2013-03-15,140,2471,82,16,526
2013-03-16,139,2476,80,15,552
2013-03-17,137,2505,86,16,548
2013-03-18,135,2498,84,16,540
2013-03-19,135,2495,86,16,544
2013-03-20,135,2481,89,15,553
2013-03-21,135,2472,87,15,562
2013-03-22,138,2483,87,16,563
2013-03-23,138,2489,83,14,565
2013-03-24,137,2490,80,10,571
2013-03-25,139,2470,83,15,558
2013-03-26,139,2455,85,16,535
2013-03-27,140,2467,91,15,538
2013-03-28,139,2478,91,15,536
2013-03-29,139,2484,93,15,554
2013-03-30,139,2475,88,15,561
2013-03-31,139,2479,95,15,566
2013-04-01,141,2533,96,14,568
2013-04-02,141,2518,89,15,558
2013-04-03,137,2529,91,15,569
2013-04-04,138,2532,89,14,559
2013-04-05,137,2512,86,14,564
2013-04-06,136,2507,94,14,582
2013-04-07,137,2496,97,14,586
2013-04-08,137,2517,96,14,560
2013-04-09,137,2513,88,14,556
2013-04-10,138,2528,89,15,555
2013-04-11,135,2535,93,17,557
2013-04-12,133,2519,94,16,582
2013-04-13,131,2543,95,17,601
2013-04-14,135,2545,94,17,605
2013-04-15,136,2508,91,17,574
2013-04-16,139,2534,90,17,564
2013-04-17,138,2521,94,17,576
2013-04-18,139,2534,95,17,561
2013-04-19,139,2564,94,17,574
2013-04-20,138,2566,92,16,574
2013-04-21,141,2567,97,16,577
2013-04-22,138,2578,96,16,564
2013-04-23,135,2583,99,16,575
2013-04-24,134,2582,96,15,558
2013-04-25,129,2587,97,16,561
2013-04-26,130,2609,98,16,560
2013-04-27,132,2604,96,16,579
2013-04-28,131,2600,96,16,599
2013-04-29,131,2591,102,15,572
2013-04-30,130,2608,97,16,559
2013-05-01,130,2657,102,16,585
2013-05-02,131,2670,97,16,581
2013-05-03,127,2653,101,16,580
2013-05-04,129,2663,101,16,598
2013-05-05,128,2648,101,16,603
2013-05-06,130,2636,98,16,596
2013-05-07,130,2641,97,17,600
2013-05-08,128,2646,90,17,590
2013-05-09,128,2658,93,17,592
2013-05-10,127,2670,91,17,576
2013-05-11,125,2694,91,16,610
2013-05-12,128,2697,94,17,606
2013-05-13,129,2688,89,17,581
2013-05-14,129,2682,87,17,581
2013-05-15,126,2659,89,9,578
2013-05-16,126,2652,87,8,574
2013-05-17,125,2659,90,11,580
2013-05-18,127,2665,94,17,603
2013-05-19,126,2652,87,17,601
2013-05-20,129,2648,89,17,588
2013-05-21,128,2656,90,17,581
2013-05-22,125,2668,85,16,582
2013-05-23,127,2667,83,16,568
2013-05-24,125,2658,84,17,575
2013-05-25,123,2653,84,16,612
2013-05-26,123,2656,87,16,633
2013-05-27,127,2650,79,16,610
2013-05-28,131,2629,85,17,600
2013-05-29,134,2651,88,17,600
2013-05-30,135,2661,93,17,600
2013-05-31,137,2663,86,16,587
2013-06-01,139,2682,82,16,598
2013-06-02,141,2689,93,16,599
2013-06-03,141,2690,92,15,584
2013-06-04,139,2719,85,15,579
2013-06-05,138,2688,79,15,583
2013-06-06,139,2669,79,15,574
2013-06-07,138,2655,80,15,565
2013-06-08,139,2688,80,15,605
2013-06-09,138,2682,75,15,628
2013-06-10,139,2719,86,15,623
2013-06-11,144,2722,88,14,629
2013-06-12,145,2750,85,13,625
2013-06-13,144,2777,86,10,612
2013-06-14,146,2795,90,10,627
2013-06-15,146,2822,83,10,659
2013-06-16,145,2800,92,10,685
2013-06-17,145,2794,96,9,654
2013-06-18,147,2791,107,9,657
2013-06-19,145,2821,108,8,654
2013-06-20,151,2826,105,8,639
2013-06-21,151,2822,110,8,616
2013-06-22,155,2837,105,8,649
2013-06-23,153,2847,107,8,665
2013-06-24,152,2858,111,8,668
2013-06-25,151,2850,107,7,674
2013-06-26,148,2877,104,8,661
2013-06-27,150,2882,96,8,660
2013-06-28,149,2877,95,9,662
2013-06-29,149,2891,101,12,684
2013-06-30,145,2899,106,12,690
2013-07-01,147,2951,108,12,664
2013-07-02,149,2951,102,13,665
2013-07-03,150,2938,100,13,681
2013-07-04,152,2958,103,12,668
2013-07-05,153,2983,104,13,666
2013-07-06,155,2973,102,13,659
2013-07-07,156,2986,104,13,677
2013-07-08,154,2976,101,14,651
2013-07-09,150,2983,95,14,666
2013-07-10,155,2989,103,14,655
2013-07-11,155,2992,105,13,674
2013-07-12,157,2985,103,14,696
2013-07-13,156,2987,108,13,722
2013-07-14,157,2996,106,13,703
2013-07-15,155,3014,111,14,687
2013-07-16,156,2985,113,13,684
2013-07-17,156,3001,113,13,689
2013-07-18,156,2994,115,13,688
2013-07-19,158,2996,113,13,689
2013-07-20,157,3004,108,12,689
2013-07-21,155,3024,108,13,704
2013-07-22,154,3031,104,12,695
2013-07-23,157,3021,102,12,690
2013-07-24,155,3012,107,12,703
2013-07-25,157,2992,109,12,700
2013-07-26,159,2988,105,12,705
2013-07-27,158,3023,104,12,719
2013-07-28,160,3025,104,12,750
2013-07-29,158,3048,116,12,727
2013-07-30,158,3055,114,12,728
2013-07-31,158,3069,115,11,712
2013-08-01,161,3139,110,12,712
2013-08-02,163,3186,114,12,717
2013-08-03,165,3184,111,12,744
2013-08-04,165,3208,107,12,743
2013-08-05,164,3191,113,13,732
2013-08-06,169,3192,111,13,720
2013-08-07,162,3180,110,14,720
2013-08-08,165,3184,115,14,709
2013-08-09,165,3201,114,14,699
2013-08-10,166,3207,116,14,711
2013-08-11,167,3210,118,14,721
2013-08-12,169,3211,116,14,717
2013-08-13,172,3217,114,14,711
2013-08-14,172,3234,113,14,701
2013-08-15,176,3244,115,14,697
2013-08-16,172,3242,118,14,702
2013-08-17,172,3258,120,14,720
2013-08-18,173,3252,110,14,750
2013-08-19,171,3271,112,13,729
2013-08-20,171,3259,110,14,733
2013-08-21,171,3282,115,14,734
2013-08-22,172,3298,117,14,716
2013-08-23,175,3305,106,14,711
2013-08-24,176,3299,107,15,724
2013-08-25,176,3297,108,13,739
2013-08-26,176,3302,113,13,727
2013-08-27,176,3323,110,12,730
2013-08-28,173,3305,106,9,716
2013-08-29,168,3272,106,9,722
2013-08-30,169,3277,105,9,733
2013-08-31,165,3287,101,9,754
2013-09-01,163,3316,107,9,768
2013-09-02,163,3278,114,9,739
2013-09-03,160,3257,113,9,725
2013-09-04,158,3271,106,9,731
2013-09-05,159,3267,98,9,718
2013-09-06,157,3241,93,11,727
2013-09-07,159,3267,100,11,786
2013-09-08,158,3270,106,11,811
2013-09-09,159,3290,104,9,797
2013-09-10,158,3309,99,9,773
2013-09-11,155,3300,104,9,761
2013-09-12,150,3290,106,9,760
2013-09-13,152,3249,99,10,759
2013-09-14,154,3243,101,9,785
2013-09-15,154,3254,101,9,801
2013-09-16,146,3247,102,9,776
2013-09-17,143,3248,97,9,771
2013-09-18,149,3254,90,9,772
2013-09-19,147,3226,98,9,733
2013-09-20,143,3185,94,9,728
2013-09-21,145,3220,89,9,750
2013-09-22,150,3220,88,8,775
2013-09-23,151,3202,94,9,719
2013-09-24,150,3196,92,9,710
2013-09-25,146,3197,96,10,709
2013-09-26,144,3179,102,10,709
2013-09-27,148,3169,102,10,703
2013-09-28,147,3179,96,10,741
2013-09-30,150,3155,96,12,690
2013-10-01,153,3220,93,12,706
2013-10-02,153,3254,93,9,693
2013-10-03,156,3233,99,11,710
2013-10-04,160,3241,96,12,720
2013-10-05,158,3309,108,11,782
2013-10-06,164,3324,115,11,787
2013-10-07,165,3318,107,9,771
2013-10-08,163,3331,102,12,779
2013-10-09,162,3398,105,12,774
2013-10-10,165,3427,102,12,752
2013-10-11,170,3439,104,12,753
2013-10-12,168,3453,107,12,781
2013-10-13,167,3421,110,12,799
2013-10-14,172,3436,110,12,767
2013-10-15,175,3444,106,12,770
2013-10-16,176,3454,111,12,762
2013-10-17,176,3461,107,12,761
2013-10-18,174,3455,110,12,754
2013-10-19,172,3454,105,12,774
2013-10-20,176,3458,109,12,789
2013-10-21,180,3461,106,12,758
2013-10-22,181,3448,104,12,761
2013-10-23,182,3458,100,12,754
2013-10-24,182,3458,102,12,745
2013-10-25,180,3450,105,12,753
2013-10-26,181,3452,102,12,790
2013-10-27,177,3442,107,12,813
2013-10-28,177,3449,111,11,781
2013-10-29,178,3443,106,11,790
2013-10-30,177,3426,106,11,769
2013-10-31,178,3403,105,11,755
2013-11-01,180,3478,117,11,772
2013-11-02,183,3519,116,11,800
2013-11-03,180,3511,112,11,817
2013-11-04,179,3538,110,11,792
2013-11-05,179,3524,104,11,776
2013-11-06,181,3527,109,11,772
2013-11-07,181,3547,110,11,769
2013-11-08,182,3543,114,11,788
2013-11-09,177,3546,114,11,791
2013-11-10,178,3543,111,11,807
2013-11-11,180,3547,109,11,778
2013-11-12,181,3561,110,11,777
2013-11-13,187,3567,112,11,750
2013-11-14,184,3587,117,11,733
2013-11-15,187,3578,112,11,753
2013-11-16,185,3587,104,11,787
2013-11-17,184,3575,105,11,805
2013-11-18,184,3560,102,11,780
2013-11-19,185,3583,102,11,770
2013-11-20,184,3579,95,11,776
2013-11-21,182,3576,93,11,777
2013-11-22,185,3574,100,10,769
2013-11-23,184,3576,100,10,794
2013-11-24,185,3567,104,11,833
2013-11-25,184,3587,103,10,784
2013-11-26,185,3595,101,11,775
2013-11-27,184,3596,96,10,764
2013-11-28,182,3579,93,10,773
2013-11-29,184,3583,95,9,773
2013-11-30,180,3607,102,10,807
2013-12-01,186,3690,104,9,821
2013-12-02,183,3708,103,10,767
2013-12-03,184,3692,102,10,764
2013-12-04,183,3695,98,9,769
2013-12-05,182,3680,96,10,770
2013-12-06,176,3683,101,10,772
2013-12-07,173,3687,93,11,809
2013-12-08,174,3691,96,10,816
2013-12-09,174,3683,97,11,781
2013-12-10,178,3674,101,11,782
2013-12-11,203,3672,100,11,758
2013-12-12,206,3674,103,10,762
2013-12-13,205,3662,101,9,763
2013-12-14,207,3657,103,10,787
2013-12-15,206,3697,109,10,808
2013-12-16,206,3700,108,10,773
2013-12-17,202,3703,105,10,773
2013-12-18,202,3678,103,9,782
2013-12-19,202,3679,98,10,756
2013-12-20,216,3676,92,10,749
2013-12-21,232,3677,84,9,754
2013-12-22,230,3660,80,10,768
2013-12-23,211,3637,77,10,737
2013-12-24,208,3614,79,9,690
2013-12-25,200,3609,77,9,665
2013-12-26,205,3609,76,9,705
2013-12-27,229,3639,76,8,707
2013-12-28,238,3678,73,10,720
2013-12-29,240,3714,74,11,727
2013-12-30,241,3727,73,11,718
2013-12-31,238,3714,69,10,717
2014-01-01,241,3785,70,10,713
2014-01-02,240,3798,74,10,721
2014-01-03,243,3819,74,10,750
2014-01-04,246,3872,69,11,774
2014-01-05,248,3893,72,10,773
2014-01-06,247,3889,75,11,751
2014-01-07,250,3907,75,10,766
2014-01-08,252,3932,74,9,783
2014-01-09,250,3943,75,10,771
2014-01-10,249,3916,74,10,780
2014-01-11,252,3907,68,10,787
2014-01-12,251,3936,71,10,800
2014-01-13,253,3924,65,10,776
2014-01-14,253,3932,65,11,773
2014-01-15,246,3981,64,11,770
2014-01-16,242,3988,66,11,758
2014-01-17,242,3979,70,12,762
2014-01-18,250,3987,74,12,820
2014-01-19,252,3996,74,13,835
2014-01-20,249,3982,71,13,775
2014-01-21,248,3978,67,14,792
2014-01-22,242,4005,70,13,789
2014-01-23,233,3979,70,12,786
2014-01-24,216,3943,69,12,791
2014-01-25,239,3992,68,12,821
2014-01-26,240,4005,70,12,821
2014-01-27,236,3996,70,12,799
2014-01-28,241,3988,69,12,793
2014-01-29,241,4015,67,12,818
2014-01-30,260,4016,71,12,810
2014-01-31,302,3997,70,12,818
2014-02-01,309,4053,67,12,852
2014-02-02,308,4058,67,13,861
2014-02-03,306,4026,70,12,803
2014-02-04,312,4053,68,12,784
2014-02-05,311,4033,68,12,792
2014-02-06,313,4020,68,12,783
2014-02-07,308,4004,65,12,808
2014-02-08,308,4009,64,12,839
2014-02-09,305,4021,63,12,853
2014-02-10,302,4017,64,12,797
2014-02-11,302,3994,63,12,799
2014-02-12,304,4003,64,12,790
2014-02-13,305,3991,66,12,784
2014-02-14,304,3997,61,12,780
2014-02-15,303,4012,62,12,836
2014-02-16,301,4047,62,12,855
2014-02-17,303,4041,61,12,813
2014-02-18,305,4051,62,12,824
2014-02-19,304,4040,64,12,817
2014-02-20,304,4030,62,12,804
2014-02-21,302,4025,62,12,816
2014-02-22,300,4037,60,12,837
2014-02-23,299,4028,59,12,828
2014-02-24,297,4006,64,12,811
2014-02-25,296,4002,66,12,810
2014-02-26,296,4021,66,13,799
2014-02-27,299,4020,66,12,796
2014-02-28,297,4004,66,13,813
2014-03-01,297,4069,64,14,848
2014-03-02,296,4073,66,14,859
2014-03-03,298,4061,65,14,802
2014-03-04,299,4074,64,14,791
2014-03-05,293,4047,65,14,805
2014-03-06,294,4034,60,14,795
2014-03-07,297,4046,61,14,812
2014-03-08,295,4045,60,14,822
2014-03-09,293,4055,57,13,804
2014-03-10,295,4063,59,12,772
2014-03-11,295,4054,58,12,780
2014-03-12,294,4052,63,11,792
2014-03-13,292,4064,62,11,768
2014-03-14,294,4056,57,11,793
2014-03-15,296,4057,59,12,836
2014-03-16,300,4083,57,11,854
2014-03-17,297,4080,57,13,832
2014-03-18,299,4066,57,13,824
2014-03-19,296,4075,59,12,817
2014-03-20,295,4066,57,12,813
2014-03-21,294,4080,59,12,819
2014-03-22,292,4087,60,12,851
2014-03-23,288,4100,59,12,897
2014-03-24,286,4128,58,12,837
2014-03-25,297,4171,60,12,866
2014-03-26,289,4185,60,12,860
2014-03-27,288,4186,58,12,852
2014-03-28,286,4181,58,12,860
2014-03-29,288,4184,58,13,875
2014-03-30,289,4187,58,13,901
2014-03-31,290,4188,62,13,860
2014-04-01,292,4246,59,13,863
2014-04-02,293,4255,54,13,838
2014-04-03,291,4238,54,13,838
2014-04-04,299,4259,57,13,832
2014-04-05,298,4263,52,13,871
2014-04-06,301,4249,47,14,893
2014-04-07,301,4250,52,13,825
