#
# The Tor Project
#
# URL: https://metrics.torproject.org/hidserv-rend-relayed-cells.csv?start=2010-01-01&end=2019-11-27
#
date,relayed,frac
2015-10-05,0.747500951656296,0.050986
2015-10-06,0.784097711928889,0.049727
2015-10-07,0.86922685842963,0.049041
2015-10-08,0.619831100634074,0.05109
2015-10-09,0.604453130856296,0.049941
2015-10-10,0.588362385635556,0.051621
2015-10-11,0.767395798945185,0.055328
2015-10-12,0.850651758554074,0.05752
2015-10-13,0.808345686376296,0.054329
2015-10-14,0.787242949973333,0.052791
2015-10-15,0.796840824035556,0.053206
2015-10-16,0.808325909475556,0.05328
2015-10-17,0.592316153837037,0.061177
2015-10-18,0.571124292645926,0.053225
2015-10-19,0.557419521943704,0.062532
2015-10-20,0.65421352429037,0.061338
2015-10-21,0.831884681860741,0.0622
2015-10-22,0.856226472438519,0.06248
2015-10-23,0.905173791857778,0.062897
2015-10-24,0.909114050322963,0.058892
2015-10-25,0.987695868112593,0.063064
2015-10-26,0.9112299328,0.064955
2015-10-27,0.892815472308148,0.064861
2015-10-28,0.862830046577778,0.065422
2015-10-29,0.812291687774815,0.065789
2015-10-30,0.92439441517037,0.06569
2015-10-31,0.858985638447407,0.063634
2015-11-01,0.91695941138963,0.062742
2015-11-02,0.835511994832593,0.062402
2015-11-03,0.863771716977778,0.064824
2015-11-04,0.88413038592,0.065861
2015-11-05,0.847505325416296,0.068356
2015-11-06,0.85639710189037,0.071448
2015-11-07,0.90827455122963,0.068305
2015-11-08,0.909606239715556,0.060787
2015-11-09,0.844688429037037,0.070671
2015-11-10,0.871793792853333,0.070006
2015-11-11,0.853476370346667,0.065898
2015-11-12,0.906448728699259,0.066535
2015-11-13,0.971111527158519,0.068457
2015-11-14,0.869194574459259,0.070301
2015-11-15,0.925416686317037,0.068301
2015-11-16,0.909449426678518,0.064962
2015-11-17,0.750329262743704,0.065778
2015-11-18,0.872310960213333,0.065231
2015-11-19,0.927511354548148,0.069485
2015-11-20,1.02340353313185,0.068723
2015-11-21,1.11273653034667,0.066097
2015-11-22,0.989193124314074,0.064705
2015-11-23,0.979839779081481,0.08988
2015-11-24,0.899614072367407,0.154001
2015-11-25,0.808301466642963,0.187838
2015-11-26,0.848364917285926,0.206856
2015-11-27,0.825699486672593,0.220451
2015-11-28,0.692805511395556,0.237325
2015-11-29,0.678513225291852,0.247545
2015-11-30,0.623983606802963,0.268871
2015-12-01,0.871735214317037,0.265618
2015-12-02,1.01831674984296,0.268143
2015-12-03,0.901947276894815,0.280168
2015-12-04,0.975494381605926,0.281555
2015-12-05,0.982102694826667,0.287511
2015-12-06,0.933190083460741,0.299875
2015-12-07,0.988310576355556,0.304219
2015-12-08,1.04625402064593,0.310738
2015-12-09,1.03548667055407,0.331507
2015-12-10,0.920352505315556,0.339223
2015-12-11,1.11294851674074,0.341396
2015-12-12,1.25504091477333,0.334187
2015-12-13,1.1960624799763,0.352312
2015-12-14,1.15181285333333,0.364576
2015-12-15,1.22228436148148,0.357125
2015-12-16,1.20149174788741,0.36207
2015-12-17,1.1648504415763,0.34936
2015-12-18,1.2163384889363,0.346856
2015-12-19,1.15061402296889,0.372665
2015-12-20,1.13179342170074,0.380503
2015-12-21,1.12017195885037,0.378879
2015-12-22,1.23132178375111,0.403695
2015-12-23,1.26750706503111,0.402481
2015-12-24,1.23332733643852,0.411459
2015-12-25,1.1892395794963,0.420297
2015-12-26,1.23123450420148,0.429955
2015-12-27,1.22031551739259,0.425046
2015-12-28,1.28341508840296,0.42413
2015-12-29,1.22810524771556,0.427937
2015-12-30,1.04544265756444,0.437896
2015-12-31,0.60543742482963,0.445124
2016-01-01,0.811983878542222,0.44918
2016-01-02,1.20300908923259,0.445215
2016-01-03,1.13646908653037,0.452291
2016-01-04,1.21807386372741,0.449516
2016-01-05,1.19502230167704,0.449755
2016-01-06,1.25533392677926,0.457296
2016-01-07,1.29756956335407,0.461689
2016-01-08,1.32096868513185,0.456555
2016-01-09,1.32921287082667,0.464186
2016-01-10,1.30979334352593,0.461062
2016-01-11,1.31677449064296,0.464954
2016-01-12,1.35755741714963,0.46462
2016-01-13,1.37805508091259,0.470975
2016-01-14,1.39579681194667,0.463608
2016-01-15,1.33030519689481,0.477951
2016-01-16,1.25895582535111,0.47804
2016-01-17,1.25932806343111,0.47834
2016-01-18,1.38229947505778,0.47755
2016-01-19,1.33827468411259,0.466073
2016-01-20,1.25738415573333,0.475946
2016-01-21,1.2551056134163,0.490735
2016-01-22,1.25484791713185,0.497139
2016-01-23,1.27276745818074,0.505519
2016-01-24,1.16880285871407,0.489785
2016-01-25,1.2615419449837,0.51274
2016-01-26,1.30540128431407,0.507965
2016-01-27,1.28261248274963,0.506517
2016-01-28,1.19089722320593,0.51747
2016-01-29,1.25989829513481,0.509783
2016-01-30,1.20451434605037,0.519615
2016-01-31,1.23502376410074,0.524846
2016-02-01,1.26731722799407,0.515407
2016-02-02,1.34132902864593,0.528797
2016-02-03,1.35310710319407,0.53314
2016-02-04,1.33626999509333,0.526905
2016-02-05,1.3142452192237,0.525968
2016-02-06,1.34115563643259,0.523723
2016-02-07,1.33246735696593,0.532405
2016-02-08,1.37559247824593,0.525231
2016-02-09,1.42387359397926,0.539863
2016-02-10,1.45132026088296,0.549268
2016-02-11,1.44341501255111,0.535732
2016-02-12,1.46135871981037,0.543206
2016-02-13,1.45963847035259,0.548255
2016-02-14,1.49032864791704,0.550381
2016-02-15,1.51706520580741,0.566186
2016-02-16,1.35074342618074,0.554973
2016-02-17,1.26762435749926,0.531364
2016-02-18,1.28868245617778,0.557082
2016-02-19,1.36433329080889,0.564353
2016-02-20,1.45247807819852,0.56413
2016-02-21,1.35661485212444,0.583216
2016-02-22,1.31060849882074,0.573872
2016-02-23,1.26147337746963,0.569046
2016-02-24,1.28098893345185,0.575104
2016-02-25,1.33806428558222,0.568948
2016-02-26,1.34868540956444,0.592227
2016-02-27,1.30431989944889,0.59688
2016-02-28,1.38166255122963,0.596453
2016-02-29,1.44904893871407,0.582843
2016-03-01,1.36860695822222,0.573899
2016-03-02,1.40990227067259,0.550599
2016-03-03,1.42401159732148,0.567272
2016-03-04,1.4056122822637,0.556626
2016-03-05,1.36598575478519,0.566722
2016-03-06,1.4017723334163,0.566639
2016-03-07,1.42437499486815,0.567182
2016-03-08,1.20120811681185,0.570101
2016-03-09,1.36859783201185,0.580358
2016-03-10,1.40785785315556,0.587068
2016-03-11,1.43619798186667,0.598076
2016-03-12,1.49579383779556,0.614055
2016-03-13,1.40472630096593,0.593723
2016-03-14,1.43889495793778,0.599574
2016-03-15,1.45399304997926,0.59124
2016-03-16,1.4811739359763,0.59623
2016-03-17,1.32938972468148,0.601183
2016-03-18,1.30558234552889,0.595578
2016-03-19,1.38139212899556,0.607611
2016-03-20,1.41829124389926,0.599603
2016-03-21,1.45179232621037,0.612123
2016-03-22,1.43970491254519,0.605941
2016-03-23,1.49962650339556,0.596118
2016-03-24,1.42930848227556,0.593535
2016-03-25,1.40715872905481,0.596016
2016-03-26,1.49129715456,0.615803
2016-03-27,1.4803930886637,0.618214
2016-03-28,1.49088283282963,0.616716
2016-03-29,1.4158382509037,0.632411
2016-03-30,0.842107100017778,0.616732
2016-03-31,0.782329200023704,0.61146
2016-04-01,0.763169424402963,0.610724
2016-04-02,0.822031945955556,0.617174
2016-04-03,0.835565524385185,0.607727
2016-04-04,0.803164738275556,0.601542
2016-04-05,0.773020003697778,0.609768
2016-04-06,0.675120713197037,0.611461
2016-04-07,0.657214711751111,0.611074
2016-04-08,0.64980707456,0.621757
2016-04-09,0.647259298797037,0.620227
2016-04-10,0.689098198328889,0.621249
2016-04-11,0.688649219034074,0.622625
2016-04-12,0.695415791976296,0.602464
2016-04-13,0.713202957605926,0.611078
2016-04-14,0.68259791762963,0.616832
2016-04-15,0.679830841694815,0.611733
2016-04-16,0.694644197973333,0.617676
2016-04-17,0.680609426536296,0.628833
2016-04-18,0.649622826287407,0.624506
2016-04-19,0.684320031905185,0.617348
2016-04-20,0.658506828231111,0.61795
2016-04-21,0.659628038494815,0.618337
2016-04-22,0.648000384616296,0.623954
2016-04-23,0.632219773961481,0.63301
2016-04-24,0.609739560675556,0.628628
2016-04-25,0.6392798656,0.621131
2016-04-26,0.629559301594074,0.635809
2016-04-27,0.659987628705185,0.635607
2016-04-28,0.680299341463704,0.635505
2016-04-29,0.690300934162963,0.640699
2016-04-30,0.664102930725926,0.632039
2016-05-01,0.661501729185185,0.63446
2016-05-02,0.668635704177778,0.6428
2016-05-03,0.681133721268148,0.641297
2016-05-04,0.682038894601481,0.639857
2016-05-05,0.679834652681481,0.64047
2016-05-06,0.667577778488889,0.655837
2016-05-07,0.685819422340741,0.657764
2016-05-08,0.605220516171852,0.647042
2016-05-09,0.605207395223704,0.648079
2016-05-10,0.611167622542222,0.639333
2016-05-11,0.598977075437037,0.632154
2016-05-12,0.615661471905185,0.65461
2016-05-13,0.599642597262222,0.642007
2016-05-14,0.603814887158518,0.646325
2016-05-15,0.613180638482963,0.654535
2016-05-16,0.63007797906963,0.651758
2016-05-17,0.602808564337778,0.653061
2016-05-18,0.615538696865185,0.645347
2016-05-19,0.626023117037037,0.655769
2016-05-20,0.649293198601481,0.65311
2016-05-21,0.608911250014815,0.648561
2016-05-22,0.620563921398519,0.64875
2016-05-23,0.559099748835556,0.655383
2016-05-24,0.60136195584,0.657271
2016-05-25,0.612338746974815,0.658697
2016-05-26,0.59909503981037,0.64099
2016-05-27,0.60819119616,0.632493
2016-05-28,0.644400202382222,0.661515
2016-05-29,0.694130355484444,0.655006
2016-05-30,0.667333249327407,0.658159
2016-05-31,0.653998612764444,0.652748
2016-06-01,0.70246404717037,0.65626
2016-06-02,0.683288127241481,0.646726
2016-06-03,0.684770944616296,0.652596
2016-06-04,0.680645730797037,0.641726
2016-06-05,0.721130213688889,0.617442
2016-06-06,0.790327584900741,0.646175
2016-06-07,0.743937418666667,0.642538
2016-06-08,0.771537989925926,0.643248
2016-06-09,0.776280466204444,0.634855
2016-06-10,0.812113845048889,0.627091
2016-06-11,0.891500624071111,0.628746
2016-06-12,0.878108859496296,0.625323
2016-06-13,0.873309528367407,0.626813
2016-06-14,0.818522038234074,0.636325
2016-06-15,0.836249623845926,0.632717
2016-06-16,0.832777475318519,0.649485
2016-06-17,0.833532941368889,0.649356
2016-06-18,0.88887997458963,0.646866
2016-06-19,0.839560039442963,0.657028
2016-06-20,0.895532446435556,0.65185
2016-06-21,0.844903920071111,0.660142
2016-06-22,0.811368430696296,0.652626
2016-06-23,0.841587631834074,0.647613
2016-06-24,0.801406261522963,0.641645
2016-06-25,0.801629644088889,0.644382
2016-06-26,0.785415783205926,0.637441
2016-06-27,0.792331741819259,0.64831
2016-06-28,0.815330011875556,0.642092
2016-06-29,0.755192981001481,0.638321
2016-06-30,0.853631531425185,0.648793
2016-07-01,0.87287799314963,0.658554
2016-07-02,0.905009382068148,0.652803
2016-07-03,0.871924842714074,0.652151
2016-07-04,0.872529000296296,0.645671
2016-07-05,0.900152053238519,0.642317
2016-07-06,0.960603789463704,0.656858
2016-07-07,0.909101602607407,0.651124
2016-07-08,0.864260693333333,0.645382
2016-07-09,0.947742938785185,0.651371
2016-07-10,0.931698442524444,0.646438
2016-07-11,0.967963830613333,0.647884
2016-07-12,0.887069783419259,0.649114
2016-07-13,0.904176542672593,0.645581
2016-07-14,0.949998673303704,0.646835
2016-07-15,0.939322641635556,0.65097
2016-07-16,0.900874304853333,0.652036
2016-07-17,0.888373420325926,0.658332
2016-07-18,0.93246843538963,0.652509
2016-07-19,0.924442943905185,0.657617
2016-07-20,0.914909836373333,0.655594
2016-07-21,0.924954124657778,0.661065
2016-07-22,0.925584493463704,0.6565
2016-07-23,0.980307213795556,0.650164
2016-07-24,1.00856088495407,0.652585
2016-07-25,1.02225250593185,0.659961
2016-07-26,1.01471041019259,0.653001
2016-07-27,1.00540649287111,0.653864
2016-07-28,1.02134517560889,0.655414
2016-07-29,1.05501043503407,0.656521
2016-07-30,1.10158892700444,0.658289
2016-07-31,1.09997733285926,0.657559
2016-08-01,1.06444924069926,0.672269
2016-08-02,0.908012180859259,0.667709
2016-08-03,0.684015484871111,0.644723
2016-08-04,0.698847126091852,0.622584
2016-08-05,0.877657545244444,0.629759
2016-08-06,0.980340233102222,0.652549
2016-08-07,1.00292506382222,0.640979
2016-08-08,0.969979897979259,0.657446
2016-08-09,0.999318566731852,0.661042
2016-08-10,0.970597620859259,0.637397
2016-08-11,0.971420900645926,0.639717
2016-08-12,0.988595295194074,0.648686
2016-08-13,0.991691408877037,0.648828
2016-08-14,1.05493087710815,0.649833
2016-08-15,1.08252257915259,0.659934
2016-08-16,1.08581341686519,0.660948
2016-08-17,1.08979793915259,0.654864
2016-08-18,1.03161589551407,0.653402
2016-08-19,1.02593192476444,0.635247
2016-08-20,1.06609179591111,0.658295
2016-08-21,1.08063251745185,0.659207
2016-08-22,1.03298806414222,0.655238
2016-08-23,1.00705906697481,0.658134
2016-08-24,1.03625691098074,0.658768
2016-08-25,1.01528262565926,0.665599
2016-08-26,0.932451616663704,0.662065
2016-08-27,0.974144471514074,0.676672
2016-08-28,0.944863182506667,0.681049
2016-08-29,0.898131448035556,0.664331
2016-08-30,0.917818581238519,0.667556
2016-08-31,0.86525222656,0.674543
2016-09-01,0.748610706868148,0.664282
2016-09-02,0.647565389131852,0.678848
2016-09-03,0.688245299294815,0.671492
2016-09-04,0.66177848448,0.682509
2016-09-05,0.660266474903704,0.657668
2016-09-06,0.731923849908148,0.680084
2016-09-07,0.81030242157037,0.687764
2016-09-08,0.90867727890963,0.680756
2016-09-09,0.929288936059259,0.692555
2016-09-10,0.896505868183704,0.69655
2016-09-11,0.933106018038519,0.694116
2016-09-12,0.996987115188148,0.690541
2016-09-13,1.04713276743111,0.696402
2016-09-14,1.00573434121481,0.681057
2016-09-15,1.05493551137185,0.686061
2016-09-16,1.01604480877037,0.685247
2016-09-17,1.05423489630815,0.697569
2016-09-18,1.06197429200593,0.687742
2016-09-19,1.05063203048296,0.691063
2016-09-20,1.02491503687111,0.68271
2016-09-21,0.947652331994074,0.694099
2016-09-22,0.960428282785185,0.687863
2016-09-23,0.906583651934815,0.678832
2016-09-24,1.05710388086519,0.657963
2016-09-25,1.10456350094222,0.677228
2016-09-26,1.09199621385481,0.682691
2016-09-27,1.04964955178667,0.686202
2016-09-28,1.00823058190222,0.694036
2016-09-29,1.00932377728,0.69241
2016-09-30,1.03705959011556,0.704905
2016-10-01,1.13907776881778,0.721821
2016-10-02,1.15856954903704,0.714127
2016-10-03,1.1599915615763,0.702535
2016-10-04,1.07215786922667,0.710161
2016-10-05,1.05465614464,0.717553
2016-10-06,1.05205990442667,0.704812
2016-10-07,1.07563909461333,0.702316
2016-10-08,1.11102359864889,0.711844
2016-10-09,1.11041351608889,0.711308
2016-10-10,1.13773008801185,0.718483
2016-10-11,1.06027435662222,0.707132
2016-10-12,0.98668835730963,0.706485
2016-10-13,0.96267570413037,0.698076
2016-10-14,1.07082533551407,0.701583
2016-10-15,1.1789271289837,0.699755
2016-10-16,1.21853351428741,0.705258
2016-10-17,1.18468918371556,0.709452
2016-10-18,1.1128508307437,0.667627
2016-10-19,1.06548878800593,0.689872
2016-10-20,1.0202406239763,0.672699
2016-10-21,1.06434063274667,0.669124
2016-10-22,1.09570500764444,0.686706
2016-10-23,1.12593908551111,0.692876
2016-10-24,1.13817299176296,0.699481
2016-10-25,0.984164983656296,0.696742
2016-10-26,0.894537529694815,0.69473
2016-10-27,1.03138582385778,0.70567
2016-10-28,1.0086468204563,0.700126
2016-10-29,1.04227562870519,0.706334
2016-10-30,1.00795516041481,0.718125
2016-10-31,0.967869155176296,0.714882
2016-11-01,0.975368871964444,0.719807
2016-11-02,0.991297616734815,0.711117
2016-11-03,1.04761132776296,0.724538
2016-11-04,1.03454463407407,0.714155
2016-11-05,1.10910497180444,0.721135
