#
# The Tor Project
#
# URL: https://metrics.torproject.org/networksize.csv?start=2010-01-01&end=2019-11-27
#
date,relays,bridges
2018-10-16,6418,850
2018-10-17,6441,848
2018-10-18,6428,845
2018-10-19,6400,843
2018-10-20,6395,854
2018-10-21,6418,856
2018-10-22,6418,853
2018-10-23,6381,853
2018-10-24,6381,849
2018-10-25,6382,856
2018-10-26,6371,855
2018-10-27,6345,859
2018-10-28,6371,865
2018-10-29,6346,873
2018-10-30,6334,869
2018-10-31,6343,863
2018-11-01,6436,871
2018-11-02,6454,888
2018-11-03,6475,887
2018-11-04,6471,886
2018-11-05,6479,884
2018-11-06,6476,885
2018-11-07,6465,886
2018-11-08,6455,890
2018-11-09,6457,893
2018-11-10,6472,895
2018-11-11,6456,911
2018-11-12,6413,911
2018-11-13,6414,913
2018-11-14,6413,913
2018-11-15,6433,917
2018-11-16,6446,919
2018-11-17,6463,918
2018-11-18,6461,928
2018-11-19,6421,926
2018-11-20,6401,932
2018-11-21,6365,925
2018-11-22,6330,922
2018-11-23,6338,934
2018-11-24,6360,938
2018-11-25,6389,940
2018-11-26,6374,938
2018-11-27,6373,936
2018-11-28,6355,933
2018-11-29,6347,935
2018-11-30,6336,931
2018-12-01,6451,941
2018-12-02,6469,949
2018-12-03,6443,948
2018-12-04,6423,940
2018-12-05,6423,945
2018-12-06,6410,960
2018-12-07,6407,956
2018-12-08,6472,959
2018-12-09,6489,957
2018-12-10,6440,953
2018-12-11,6465,960
2018-12-12,6449,961
2018-12-13,6440,970
2018-12-14,6438,963
2018-12-15,6444,965
2018-12-16,6458,969
2018-12-17,6416,968
2018-12-18,6418,954
2018-12-19,6438,928
2018-12-20,6442,928
2018-12-21,6445,933
2018-12-22,6441,935
2018-12-23,6421,939
2018-12-24,6399,939
2018-12-25,6363,932
2018-12-26,6396,934
2018-12-27,6391,939
2018-12-28,6355,931
2018-12-29,6365,934
2018-12-30,6092,817
2018-12-31,6058,804
2019-01-01,6172,815
2019-01-02,6213,821
2019-01-03,6246,826
2019-01-04,6270,825
2019-01-05,6263,823
2019-01-06,6297,828
2019-01-07,6305,833
2019-01-08,6301,837
2019-01-09,6282,833
2019-01-10,6256,832
2019-01-11,6497,934
2019-01-12,6594,968
2019-01-13,6547,936
2019-01-14,3642,914
2019-01-15,6523,956
2019-01-16,6529,952
2019-01-17,6511,947
2019-01-18,6555,951
2019-01-19,6551,962
2019-01-20,6587,971
2019-01-21,6539,969
2019-01-22,6527,964
2019-01-23,6527,965
2019-01-24,6531,960
2019-01-25,6513,959
2019-01-26,6510,973
2019-01-27,6521,972
2019-01-28,6527,963
2019-01-29,6523,958
2019-01-30,6504,957
2019-01-31,6501,951
2019-02-01,6624,950
2019-02-02,6663,952
2019-02-03,6658,948
2019-02-04,6654,951
2019-02-05,6654,941
2019-02-06,6590,910
2019-02-07,3668,895
2019-02-08,6566,949
2019-02-09,6586,962
2019-02-10,6614,970
2019-02-11,6574,962
2019-02-12,6567,961
2019-02-13,6518,952
2019-02-14,6504,953
2019-02-15,6507,943
2019-02-16,6469,947
2019-02-17,6467,953
2019-02-18,6470,955
2019-02-19,6456,956
2019-02-20,6455,951
2019-02-21,6469,951
2019-02-22,6461,942
2019-02-23,6482,950
2019-02-24,6490,959
2019-02-25,6465,956
2019-02-26,6430,950
2019-02-27,6459,954
2019-02-28,6459,959
2019-03-01,6570,965
2019-03-02,6592,971
2019-03-03,6585,987
2019-03-04,6588,977
2019-03-05,6580,972
2019-03-06,6606,978
2019-03-07,6625,978
2019-03-08,6621,971
2019-03-09,6610,978
2019-03-10,6603,979
2019-03-11,6591,973
2019-03-12,6579,965
2019-03-13,6574,974
2019-03-14,6585,976
2019-03-15,6588,975
2019-03-16,6586,974
2019-03-17,6601,980
2019-03-18,6618,981
2019-03-19,6628,979
2019-03-20,6590,968
2019-03-21,6570,972
2019-03-22,6536,973
2019-03-23,6531,978
2019-03-24,6529,980
2019-03-25,6505,975
2019-03-26,6514,977
2019-03-27,6497,969
2019-03-28,6473,970
2019-03-29,6460,964
2019-03-30,6499,970
2019-03-31,6514,948
2019-04-01,6626,943
2019-04-02,6615,954
2019-04-03,6630,971
2019-04-04,6652,965
2019-04-05,6625,968
2019-04-06,6662,975
2019-04-07,6646,984
2019-04-08,6638,983
2019-04-09,6643,983
2019-04-10,6644,985
2019-04-11,6647,986
2019-04-12,6645,986
2019-04-13,6672,997
2019-04-14,6674,1005
2019-04-15,6669,995
2019-04-16,6662,989
2019-04-17,6640,984
2019-04-18,6650,979
2019-04-19,6655,981
2019-04-20,6658,986
2019-04-21,6645,989
2019-04-22,6638,994
2019-04-23,6645,987
2019-04-24,6640,988
2019-04-25,6601,983
2019-04-26,6588,990
2019-04-27,6588,1006
2019-04-28,6568,1010
2019-04-29,6561,1002
2019-04-30,6557,1001
2019-05-01,6672,1010
2019-05-02,6674,1002
2019-05-03,6655,1002
2019-05-04,6666,1006
2019-05-05,6659,1009
2019-05-06,6653,1011
2019-05-07,6638,1008
2019-05-08,6649,1023
2019-05-09,6652,1030
2019-05-10,6638,1036
2019-05-11,6642,1052
2019-05-12,6639,1055
2019-05-13,6627,1049
2019-05-14,6615,1039
2019-05-15,6629,1039
2019-05-16,6598,1037
2019-05-17,6571,1041
2019-05-18,6581,1045
2019-05-19,6581,1036
2019-05-20,6561,1038
2019-05-21,6412,1027
2019-05-22,6552,1030
2019-05-23,6530,1029
2019-05-24,6522,1031
2019-05-25,6554,1037
2019-05-26,6544,1048
2019-05-27,6546,1040
2019-05-28,6531,1042
2019-05-29,6524,1035
2019-05-30,6518,1045
2019-05-31,6247,1033
2019-06-01,6596,1045
2019-06-02,6598,1041
2019-06-03,6616,1037
2019-06-04,6602,1031
2019-06-05,6595,1025
2019-06-06,6586,1031
2019-06-07,6590,1033
2019-06-08,6591,1029
2019-06-09,6602,1035
2019-06-10,6600,1037
2019-06-11,6566,1033
2019-06-12,6541,1027
2019-06-13,6534,1031
2019-06-14,6524,1020
2019-06-15,6535,1026
2019-06-16,6535,1030
2019-06-17,6529,1033
2019-06-18,6485,1025
2019-06-19,6470,1024
2019-06-20,6477,1017
2019-06-21,6469,1010
2019-06-22,6460,1022
2019-06-23,6462,1024
2019-06-24,6448,1025
2019-06-25,6418,1019
2019-06-26,6363,1022
2019-06-27,6375,1024
2019-06-28,6364,1014
2019-06-29,6361,1014
2019-06-30,6378,1021
2019-07-01,6463,1027
2019-07-02,6436,1042
2019-07-03,6453,1039
2019-07-04,6453,1041
2019-07-05,6449,1040
2019-07-06,6536,1042
2019-07-07,6553,1035
2019-07-08,6535,1050
2019-07-09,6533,1048
2019-07-10,6525,1042
2019-07-11,6543,1042
2019-07-12,6545,1044
2019-07-13,6557,1041
2019-07-14,6562,1040
2019-07-15,6527,1040
2019-07-16,6493,1041
2019-07-17,6427,1054
2019-07-18,6415,1055
2019-07-19,6415,1063
2019-07-20,6412,1056
2019-07-21,6462,1061
2019-07-22,6433,1065
2019-07-23,6442,1068
2019-07-24,6464,1058
2019-07-25,6464,1051
2019-07-26,6432,1051
2019-07-27,6184,1055
2019-07-28,6445,1055
2019-07-29,6433,1054
2019-07-30,6429,1059
2019-07-31,6437,1054
2019-08-01,6515,1062
2019-08-02,6517,1051
2019-08-03,6521,1066
2019-08-04,6515,1068
2019-08-05,6528,1070
2019-08-06,6533,1068
2019-08-07,6531,1069
2019-08-08,6521,1068
2019-08-09,6513,1068
2019-08-10,6516,1083
2019-08-11,6523,1079
2019-08-12,6532,1077
2019-08-13,6566,1073
2019-08-14,6543,1072
2019-08-15,6538,1072
2019-08-16,6526,1081
2019-08-17,6260,1081
2019-08-18,6515,1082
2019-08-19,6540,1079
2019-08-20,6549,1074
2019-08-21,6584,1072
2019-08-22,6567,1077
2019-08-23,6549,1078
2019-08-24,6525,1079
2019-08-25,6276,1084
2019-08-26,6519,1082
2019-08-27,6499,1078
2019-08-28,6491,1076
2019-08-29,6498,1093
2019-08-30,6527,1100
2019-08-31,6515,1100
2019-09-01,6339,1128
2019-09-02,6622,1124
2019-09-03,6636,1129
2019-09-04,6617,1136
2019-09-05,6585,1146
2019-09-06,6551,1144
2019-09-07,6439,1105
2019-09-08,6385,1088
2019-09-09,6352,1085
2019-09-10,6445,1133
2019-09-11,6497,1150
2019-09-12,6526,1150
2019-09-13,6524,1147
2019-09-14,6518,1154
2019-09-15,6535,1161
2019-09-16,6530,1157
2019-09-17,6474,1160
2019-09-18,6452,1160
2019-09-19,6440,1157
2019-09-20,6440,1169
2019-09-21,6449,1187
2019-09-22,6438,1189
2019-09-23,6408,1176
2019-09-24,6379,1180
2019-09-25,6373,1179
2019-09-26,6413,1182
2019-09-27,6395,1186
2019-09-28,6399,1196
2019-09-29,6419,1196
2019-09-30,6453,1194
2019-10-01,6502,1225
2019-10-02,6492,1239
2019-10-03,6460,1225
2019-10-04,6412,1242
2019-10-05,6401,1252
2019-10-06,6396,1253
2019-10-07,6401,1253
2019-10-08,6093,1238
2019-10-09,5628,1239
2019-10-10,5635,1236
2019-10-11,5643,1234
2019-10-12,5698,1244
2019-10-13,5722,1245
2019-10-14,5753,1240
2019-10-15,5753,1235
2019-10-16,5754,1240
2019-10-17,5773,1241
2019-10-18,5808,1236
2019-10-19,5892,1239
2019-10-20,5906,1238
2019-10-21,5915,1225
2019-10-22,5945,1224
2019-10-23,5973,1224
2019-10-24,5983,1213
2019-10-25,5991,1208
2019-10-26,5998,1207
2019-10-27,6010,1201
2019-10-28,5981,1203
2019-10-29,5990,1207
2019-10-30,5991,1196
2019-10-31,5989,1187
2019-11-01,6082,1214
2019-11-02,6103,1232
2019-11-03,6109,1246
2019-11-04,6061,1247
2019-11-05,5862,1228
2019-11-06,3041,1157
2019-11-07,5926,1249
2019-11-08,5961,1248
2019-11-09,5994,1261
2019-11-10,6007,1261
2019-11-11,6018,1260
2019-11-12,6011,1256
2019-11-13,6020,1261
2019-11-14,6011,1252
2019-11-15,5992,1250
2019-11-16,5995,1117
2019-11-17,5993,1210
2019-11-18,6015,1268
2019-11-19,6025,1273
2019-11-20,6045,1266
2019-11-21,6066,1266
2019-11-22,6064,1263
2019-11-23,6107,1266
2019-11-24,6129,1273
2019-11-25,6130,1258
