#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?country=ir
#
date,country,users,frac
2015-01-25,ir,1908,62
2015-01-26,ir,1919,63
2015-01-27,ir,1979,61
2015-01-28,ir,1847,61
2015-01-29,ir,1677,65
2015-01-30,ir,1743,61
2015-01-31,ir,1908,60
2015-02-01,ir,1912,61
2015-02-02,ir,1884,62
2015-02-03,ir,2106,62
2015-02-04,ir,2053,61
2015-02-05,ir,1746,62
2015-02-06,ir,1767,61
2015-02-07,ir,1906,60
2015-02-08,ir,2242,53
2015-02-09,ir,1812,63
2015-02-10,ir,1800,63
2015-02-11,ir,1722,62
2015-02-12,ir,1674,62
2015-02-13,ir,1635,62
2015-02-14,ir,1814,59
2015-02-15,ir,1792,62
2015-02-16,ir,1788,62
2015-02-17,ir,1844,62
2015-02-18,ir,1954,58
2015-02-19,ir,1730,59
2015-02-20,ir,1694,62
2015-02-21,ir,1837,61
2015-02-22,ir,1875,60
2015-02-23,ir,1804,62
2015-02-24,ir,1913,64
2015-02-25,ir,2005,66
2015-02-26,ir,2012,67
2015-02-27,ir,2036,65
2015-02-28,ir,2089,65
2015-03-01,ir,2177,63
2015-03-02,ir,2134,65
2015-03-03,ir,2267,63
2015-03-04,ir,2039,50
2015-03-05,ir,1626,58
2015-03-06,ir,1622,65
2015-03-07,ir,1877,62
2015-03-08,ir,1838,65
2015-03-09,ir,2052,64
2015-03-10,ir,2090,65
2015-03-11,ir,2110,63
2015-03-12,ir,2374,62
2015-03-13,ir,2154,61
2015-03-14,ir,2146,61
2015-03-15,ir,2239,62
2015-03-16,ir,2168,64
2015-03-17,ir,2152,63
2015-03-18,ir,2085,62
2015-03-19,ir,1988,60
2015-03-20,ir,1906,60
2015-03-21,ir,1757,60
2015-03-22,ir,1918,61
2015-03-23,ir,1939,63
2015-03-24,ir,2063,62
2015-03-25,ir,2140,62
2015-03-26,ir,2063,60
2015-03-27,ir,2059,58
2015-03-28,ir,1872,67
2015-03-29,ir,1772,72
2015-03-30,ir,1720,77
2015-03-31,ir,2206,58
2015-04-01,ir,2264,57
2015-04-02,ir,2147,56
2015-04-03,ir,2400,56
2015-04-04,ir,2752,55
2015-04-05,ir,2728,55
2015-04-06,ir,2719,54
2015-04-07,ir,2765,52
2015-04-08,ir,2639,54
2015-04-09,ir,2547,54
2015-04-10,ir,2445,54
2015-04-11,ir,2777,51
2015-04-12,ir,2678,52
2015-04-13,ir,2808,49
2015-04-14,ir,2604,53
2015-04-15,ir,2645,52
2015-04-16,ir,2513,52
2015-04-17,ir,2276,51
2015-04-18,ir,2788,49
2015-04-19,ir,3143,51
2015-04-20,ir,3173,52
2015-04-21,ir,2685,43
2015-04-22,ir,1810,47
2015-04-23,ir,2044,49
2015-04-24,ir,1878,49
2015-04-25,ir,2302,47
2015-04-26,ir,2207,47
2015-04-27,ir,2043,47
2015-04-28,ir,2106,46
2015-04-29,ir,2013,46
2015-04-30,ir,1926,52
2015-05-01,ir,1634,59
2015-05-02,ir,1667,62
2015-05-03,ir,1703,63
2015-05-04,ir,1598,68
2015-05-05,ir,1734,65
2015-05-06,ir,1731,63
2015-05-07,ir,1674,62
2015-05-08,ir,1603,61
2015-05-09,ir,1811,65
2015-05-10,ir,1851,66
2015-05-11,ir,1741,68
2015-05-12,ir,1638,68
2015-05-13,ir,1657,70
2015-05-14,ir,1603,62
2015-05-15,ir,406,16
2015-05-19,ir,1777,64
2015-05-20,ir,1767,63
2015-05-21,ir,1649,59
2015-05-22,ir,1540,50
2015-05-23,ir,1710,65
2015-05-24,ir,1873,62
2015-05-25,ir,1759,64
2015-05-26,ir,1731,65
2015-05-27,ir,1770,64
2015-05-28,ir,1681,65
2015-05-29,ir,1690,65
2015-05-30,ir,1534,56
2015-05-31,ir,1478,63
2015-06-01,ir,1684,63
2015-06-02,ir,1597,65
2015-06-03,ir,1515,65
2015-06-04,ir,1342,63
2015-06-05,ir,1319,64
2015-06-06,ir,1456,62
2015-06-07,ir,1609,63
2015-06-08,ir,1606,64
2015-06-09,ir,1507,66
2015-06-10,ir,1440,67
2015-06-11,ir,1701,58
2015-06-12,ir,3672,68
2015-06-13,ir,1514,67
2015-06-14,ir,1510,67
2015-06-15,ir,1480,68
2015-06-16,ir,1413,69
2015-06-17,ir,1371,68
2015-06-18,ir,1368,63
2015-06-19,ir,1313,67
2015-06-20,ir,1407,65
2015-06-21,ir,1464,64
2015-06-22,ir,1460,65
2015-06-23,ir,1774,56
2015-06-24,ir,1523,63
2015-06-25,ir,1455,63
2015-06-26,ir,1448,62
2015-06-27,ir,1449,61
2015-06-28,ir,1452,62
2015-06-29,ir,1443,66
2015-06-30,ir,1543,62
2015-07-01,ir,1631,63
2015-07-02,ir,1554,62
2015-07-03,ir,1611,61
2015-07-04,ir,1675,60
2015-07-05,ir,1557,62
2015-07-06,ir,1547,61
2015-07-07,ir,1498,59
2015-07-08,ir,1250,74
2015-07-09,ir,1399,65
2015-07-10,ir,1295,65
2015-07-11,ir,1413,64
2015-07-12,ir,1437,65
2015-07-13,ir,1496,61
2015-07-14,ir,1681,55
2015-07-15,ir,1474,60
2015-07-16,ir,1386,60
2015-07-17,ir,1348,58
2015-07-18,ir,1284,57
2015-07-19,ir,1330,58
2015-07-20,ir,1430,59
2015-07-21,ir,1389,60
2015-07-22,ir,1357,60
2015-07-23,ir,1327,59
2015-07-24,ir,1326,58
2015-07-25,ir,1405,60
2015-07-26,ir,1392,65
2015-07-27,ir,1363,65
2015-07-28,ir,1248,66
2015-07-29,ir,1237,66
2015-07-30,ir,1169,66
2015-07-31,ir,1098,66
2015-08-01,ir,1168,63
2015-08-02,ir,1186,66
2015-08-03,ir,1165,67
2015-08-04,ir,1135,67
2015-08-05,ir,1184,67
2015-08-06,ir,1159,65
2015-08-07,ir,1037,63
2015-08-08,ir,1052,60
2015-08-09,ir,1079,64
2015-08-10,ir,1035,64
2015-08-11,ir,1032,66
2015-08-12,ir,1101,66
2015-08-13,ir,1004,67
2015-08-14,ir,974,66
2015-08-15,ir,1116,64
2015-08-16,ir,1138,64
2015-08-17,ir,1169,65
2015-08-18,ir,1157,66
2015-08-19,ir,1143,66
2015-08-20,ir,1061,66
2015-08-21,ir,1016,65
2015-08-22,ir,1171,64
2015-08-23,ir,1174,65
2015-08-24,ir,1155,66
2015-08-25,ir,1148,66
2015-08-26,ir,1205,67
2015-08-27,ir,1130,66
2015-08-28,ir,1141,65
2015-08-29,ir,1263,65
2015-08-30,ir,1299,65
2015-08-31,ir,1234,66
2015-09-01,ir,1272,66
2015-09-02,ir,1206,66
2015-09-03,ir,1197,65
2015-09-04,ir,1127,65
2015-09-05,ir,1210,63
2015-09-06,ir,1222,64
2015-09-07,ir,1187,64
2015-09-08,ir,1119,67
2015-09-09,ir,1088,68
2015-09-10,ir,1095,65
2015-09-11,ir,1036,65
2015-09-12,ir,1221,63
2015-09-13,ir,1195,66
2015-09-14,ir,1315,65
2015-09-15,ir,1235,67
2015-09-16,ir,1286,64
2015-09-17,ir,1246,64
2015-09-18,ir,1206,63
2015-09-19,ir,1222,61
2015-09-20,ir,1282,63
2015-09-21,ir,1299,63
2015-09-22,ir,1408,62
2015-09-23,ir,1439,61
2015-09-24,ir,1319,62
2015-09-25,ir,1330,62
2015-09-26,ir,1347,61
2015-09-27,ir,1271,71
2015-09-28,ir,1338,67
2015-09-29,ir,1425,67
2015-09-30,ir,1370,65
2015-10-01,ir,1233,66
2015-10-02,ir,1302,65
2015-10-03,ir,1343,66
2015-10-04,ir,1413,64
2015-10-05,ir,1366,66
2015-10-06,ir,1315,66
2015-10-07,ir,1191,66
2015-10-08,ir,1138,66
2015-10-09,ir,1190,66
2015-10-10,ir,1215,62
2015-10-11,ir,1455,64
2015-10-12,ir,1398,65
2015-10-13,ir,1373,65
2015-10-15,ir,1282,69
2015-10-16,ir,1162,69
2015-10-17,ir,1344,63
2015-10-18,ir,1319,62
2015-10-19,ir,1269,68
2015-10-20,ir,1300,68
2015-10-21,ir,1216,68
2015-10-22,ir,1120,61
2015-10-23,ir,1355,68
2015-10-24,ir,1325,66
2015-10-25,ir,1501,67
2015-10-26,ir,1513,69
2015-10-27,ir,1490,73
2015-10-28,ir,1617,69
2015-10-29,ir,1530,71
2015-10-30,ir,1624,65
2015-10-31,ir,1765,66
2015-11-01,ir,1819,67
2015-11-02,ir,1739,59
2015-11-03,ir,1661,60
2015-11-04,ir,1872,68
2015-11-05,ir,1821,67
2015-11-06,ir,1749,69
2015-11-07,ir,1755,69
2015-11-08,ir,1653,71
2015-11-09,ir,1490,76
2015-11-10,ir,1523,71
2015-11-11,ir,1591,70
2015-11-12,ir,1433,70
2015-11-13,ir,1396,69
2015-11-14,ir,1473,67
2015-11-15,ir,1415,68
2015-11-16,ir,1507,69
2015-11-17,ir,1562,71
2015-11-18,ir,1448,71
2015-11-19,ir,1479,71
2015-11-20,ir,1533,69
2015-11-21,ir,1636,67
2015-11-22,ir,1559,68
2015-11-23,ir,1628,64
2015-11-24,ir,1612,69
2015-11-25,ir,1614,69
2015-11-26,ir,1590,68
2015-11-27,ir,1585,67
2015-11-28,ir,1630,65
2015-11-29,ir,1615,66
2015-11-30,ir,1458,54
2015-12-01,ir,1464,59
2015-12-02,ir,1307,50
2015-12-03,ir,1441,60
2015-12-04,ir,1516,68
2015-12-05,ir,1620,63
2015-12-06,ir,1625,64
2015-12-07,ir,1554,65
2015-12-08,ir,1571,65
2015-12-09,ir,1585,65
2015-12-10,ir,1614,64
2015-12-11,ir,1601,63
2015-12-12,ir,1668,62
2015-12-13,ir,1599,62
2015-12-14,ir,1567,63
2015-12-15,ir,1652,63
2015-12-16,ir,1602,66
2015-12-17,ir,1239,84
2015-12-18,ir,1545,67
2015-12-19,ir,1593,66
2015-12-20,ir,1794,59
2015-12-21,ir,1555,67
2015-12-22,ir,1524,63
2015-12-23,ir,1477,56
2015-12-24,ir,1677,65
2015-12-25,ir,1720,61
2015-12-26,ir,1605,66
2015-12-27,ir,1597,67
2015-12-28,ir,1566,67
2015-12-29,ir,1604,66
2015-12-30,ir,1665,66
2015-12-31,ir,1642,64
2016-01-01,ir,1669,64
2016-01-02,ir,1681,65
2016-01-03,ir,1690,65
2016-01-04,ir,1707,65
2016-01-05,ir,1740,65
2016-01-06,ir,1714,65
2016-01-07,ir,1604,68
2016-01-08,ir,1544,70
2016-01-09,ir,1670,67
2016-01-10,ir,1634,68
2016-01-11,ir,1754,66
2016-01-12,ir,1824,67
2016-01-13,ir,1934,64
2016-01-14,ir,2000,60
2016-01-15,ir,1946,60
2016-01-16,ir,2222,56
2016-01-17,ir,2358,54
2016-01-18,ir,2347,53
2016-01-19,ir,2595,49
2016-01-20,ir,2389,54
2016-01-21,ir,2443,52
2016-01-22,ir,2499,50
2016-01-23,ir,2647,49
2016-01-24,ir,2512,52
2016-01-25,ir,2638,49
2016-01-26,ir,2672,49
2016-01-27,ir,1573,87
2016-01-28,ir,2814,49
2016-01-29,ir,2701,47
2016-01-30,ir,2944,43
2016-01-31,ir,2609,47
2016-02-01,ir,2501,46
2016-02-02,ir,2476,44
2016-02-03,ir,2315,51
2016-02-04,ir,2454,48
2016-02-05,ir,2572,45
2016-02-06,ir,2947,41
2016-02-07,ir,2998,45
2016-02-08,ir,3000,41
2016-02-09,ir,3064,46
2016-02-10,ir,2938,45
2016-02-11,ir,2747,40
2016-02-12,ir,2895,38
2016-02-13,ir,2990,37
2016-02-14,ir,2952,42
2016-02-15,ir,3054,44
2016-02-16,ir,2884,46
2016-02-17,ir,2363,56
2016-02-18,ir,2726,57
2016-02-19,ir,2707,58
2016-02-20,ir,2917,56
2016-02-21,ir,2728,56
2016-02-22,ir,2639,58
2016-02-23,ir,2693,58
2016-02-24,ir,3182,60
2016-02-25,ir,3274,61
2016-02-26,ir,3680,59
2016-02-27,ir,3634,57
2016-02-28,ir,3559,60
2016-02-29,ir,3533,59
2016-03-01,ir,3584,60
2016-03-02,ir,3667,59
2016-03-03,ir,3326,62
2016-03-04,ir,3404,63
2016-03-05,ir,3452,62
2016-03-06,ir,3483,62
2016-03-07,ir,3484,63
2016-03-08,ir,3773,57
2016-03-09,ir,3586,58
2016-03-10,ir,3369,61
2016-03-11,ir,3584,57
2016-03-12,ir,3454,61
2016-03-13,ir,3171,62
2016-03-14,ir,3081,63
2016-03-15,ir,3004,61
2016-03-16,ir,2900,58
2016-03-17,ir,2901,61
2016-03-18,ir,2804,61
2016-03-19,ir,2476,61
2016-03-20,ir,2377,60
2016-03-21,ir,2454,61
2016-03-22,ir,2476,61
2016-03-23,ir,2339,58
2016-03-24,ir,2379,53
2016-03-25,ir,2332,57
2016-03-26,ir,2572,56
2016-03-27,ir,2646,54
2016-03-28,ir,2214,63
2016-03-29,ir,2353,56
2016-03-30,ir,2275,58
2016-03-31,ir,2165,60
2016-04-01,ir,2077,63
2016-04-02,ir,2446,62
2016-04-03,ir,2460,63
2016-04-04,ir,2504,55
2016-04-05,ir,2596,60
2016-04-06,ir,2664,67
2016-04-07,ir,2576,67
2016-04-08,ir,2672,64
2016-04-09,ir,2909,62
2016-04-10,ir,2745,63
2016-04-11,ir,2919,56
2016-04-12,ir,2858,63
2016-04-13,ir,2882,62
2016-04-14,ir,2867,62
2016-04-15,ir,2674,64
2016-04-16,ir,3018,59
2016-04-17,ir,2972,60
2016-04-18,ir,2767,62
2016-04-19,ir,2696,62
2016-04-20,ir,2440,66
2016-04-21,ir,2261,67
2016-04-22,ir,2377,66
2016-04-23,ir,2500,68
2016-04-24,ir,2505,68
2016-04-25,ir,2357,72
2016-04-26,ir,2388,71
2016-04-27,ir,2446,69
2016-04-28,ir,2375,68
2016-04-29,ir,2280,70
2016-04-30,ir,2422,69
2016-05-01,ir,2311,74
2016-05-02,ir,2301,75
2016-05-03,ir,2308,75
2016-05-04,ir,2401,73
2016-05-05,ir,2262,72
2016-05-06,ir,2145,74
2016-05-07,ir,2410,70
2016-05-08,ir,2490,66
2016-05-09,ir,2323,74
2016-05-10,ir,2373,73
2016-05-11,ir,2412,72
2016-05-12,ir,2225,69
2016-05-13,ir,2060,66
2016-05-14,ir,2369,72
2016-05-15,ir,2398,73
2016-05-16,ir,2349,72
2016-05-17,ir,2483,69
2016-05-18,ir,2408,72
2016-05-19,ir,2260,72
2016-05-20,ir,2183,70
2016-05-21,ir,2227,70
2016-05-22,ir,2271,71
2016-05-23,ir,2281,62
2016-05-24,ir,2461,58
2016-05-25,ir,2394,70
2016-05-26,ir,2269,71
2016-05-27,ir,2167,75
2016-05-28,ir,2444,67
2016-05-29,ir,2483,62
2016-05-30,ir,2329,70
2016-05-31,ir,2483,66
2016-06-01,ir,2485,67
2016-06-02,ir,2227,70
2016-06-03,ir,2260,66
2016-06-04,ir,2464,63
2016-06-05,ir,2573,64
2016-06-06,ir,2531,65
2016-06-07,ir,2455,65
2016-06-08,ir,2431,64
2016-06-09,ir,2420,64
2016-06-10,ir,2446,64
2016-06-11,ir,2526,63
2016-06-12,ir,2523,63
2016-06-13,ir,2509,64
2016-06-14,ir,2532,62
2016-06-15,ir,2398,62
2016-06-16,ir,2372,64
2016-06-17,ir,2301,58
2016-06-18,ir,2414,62
2016-06-19,ir,2390,57
2016-06-20,ir,2286,67
2016-06-21,ir,2369,67
2016-06-22,ir,2413,66
2016-06-23,ir,2394,66
2016-06-24,ir,2380,66
2016-06-25,ir,2587,65
2016-06-26,ir,2506,65
2016-06-27,ir,2360,67
2016-06-28,ir,2310,68
2016-06-29,ir,2317,67
2016-06-30,ir,2327,67
2016-07-01,ir,2373,61
2016-07-02,ir,2439,65
2016-07-03,ir,2454,64
2016-07-04,ir,2426,59
2016-07-05,ir,2191,66
2016-07-06,ir,1958,67
2016-07-07,ir,1907,67
2016-07-08,ir,2068,66
2016-07-09,ir,2390,64
2016-07-10,ir,2342,65
2016-07-11,ir,2154,67
2016-07-12,ir,2244,66
2016-07-13,ir,2255,64
2016-07-14,ir,2146,61
2016-07-15,ir,2053,67
2016-07-16,ir,2498,59
2016-07-17,ir,2460,63
2016-07-18,ir,2196,66
2016-07-19,ir,2162,62
2016-07-20,ir,2186,67
2016-07-21,ir,2062,65
2016-07-22,ir,1932,66
2016-07-23,ir,2157,64
2016-07-24,ir,2057,68
2016-07-25,ir,2099,66
2016-07-26,ir,2120,65
2016-07-27,ir,2087,66
2016-07-28,ir,1906,68
2016-07-29,ir,1900,65
2016-07-30,ir,2145,59
2016-07-31,ir,2193,66
2016-08-01,ir,2116,66
2016-08-02,ir,2077,67
2016-08-03,ir,2098,66
2016-08-04,ir,1984,54
2016-08-05,ir,2010,65
2016-08-06,ir,2135,66
2016-08-07,ir,2092,65
2016-08-08,ir,2031,66
2016-08-09,ir,2057,59
2016-08-10,ir,1954,67
2016-08-11,ir,1886,68
2016-08-12,ir,1798,67
2016-08-13,ir,1922,66
2016-08-14,ir,1983,67
2016-08-15,ir,2011,69
2016-08-16,ir,2104,63
2016-08-17,ir,2092,66
2016-08-18,ir,2158,59
2016-08-19,ir,1869,67
2016-08-20,ir,2185,66
2016-08-21,ir,2235,67
2016-08-22,ir,2748,68
2016-08-23,ir,2843,67
2016-08-24,ir,2665,60
2016-08-25,ir,2763,58
2016-08-26,ir,2985,59
2016-08-27,ir,3636,49
2016-08-28,ir,2157,81
2016-08-29,ir,2458,80
2016-08-30,ir,3145,63
2016-08-31,ir,2825,69
2016-09-01,ir,2846,57
2016-09-02,ir,2348,55
2016-09-03,ir,1659,69
2016-09-04,ir,1707,69
2016-09-05,ir,1705,68
2016-09-06,ir,1659,69
2016-09-07,ir,1736,68
2016-09-08,ir,1719,66
2016-09-09,ir,1635,64
2016-09-10,ir,1775,63
2016-09-11,ir,1794,62
2016-09-12,ir,1681,62
2016-09-13,ir,1780,63
2016-09-14,ir,1746,63
2016-09-15,ir,1686,62
2016-09-16,ir,1749,62
2016-09-17,ir,1787,58
2016-09-18,ir,1757,61
2016-09-19,ir,1801,61
2016-09-20,ir,1752,60
2016-09-21,ir,1701,64
2016-09-22,ir,2119,67
2016-09-23,ir,2411,53
2016-09-24,ir,2828,48
2016-09-25,ir,2924,67
2016-09-26,ir,2913,69
2016-09-27,ir,2867,70
2016-09-28,ir,2829,69
2016-09-29,ir,2737,70
2016-09-30,ir,2668,60
2016-10-01,ir,2620,66
2016-10-02,ir,2479,67
2016-10-03,ir,2379,68
2016-10-04,ir,2537,68
2016-10-05,ir,2484,67
2016-10-06,ir,2461,66
2016-10-07,ir,2417,68
2016-10-08,ir,2516,66
2016-10-09,ir,2494,66
2016-10-10,ir,2293,61
2016-10-11,ir,2162,57
2016-10-12,ir,2257,65
2016-10-13,ir,2438,64
2016-10-14,ir,2620,64
2016-10-15,ir,2622,64
2016-10-16,ir,2509,65
2016-10-17,ir,2837,58
2016-10-18,ir,2340,53
2016-10-19,ir,2486,58
2016-10-20,ir,2440,60
2016-10-21,ir,2398,58
2016-10-22,ir,2589,62
2016-10-23,ir,2524,64
2016-10-24,ir,2508,63
2016-10-25,ir,2570,61
2016-10-26,ir,2526,63
2016-10-27,ir,2637,60
2016-10-28,ir,2476,64
2016-10-29,ir,2440,63
2016-10-30,ir,2446,63
2016-10-31,ir,2569,62
2016-11-01,ir,2605,60
2016-11-02,ir,2740,58
2016-11-03,ir,2558,62
2016-11-04,ir,2476,60
2016-11-05,ir,2073,48
2016-11-06,ir,2452,61
2016-11-07,ir,2355,62
2016-11-08,ir,2421,65
2016-11-09,ir,2356,70
2016-11-10,ir,2441,68
2016-11-11,ir,2478,69
2016-11-12,ir,2617,66
2016-11-13,ir,2672,67
2016-11-14,ir,2631,67
2016-11-15,ir,2499,60
2016-11-16,ir,2666,67
2016-11-17,ir,2660,70
2016-11-18,ir,2593,67
2016-11-19,ir,2632,67
2016-11-20,ir,2577,68
2016-11-21,ir,2676,66
2016-11-22,ir,2640,68
2016-11-23,ir,2590,69
2016-11-24,ir,2621,68
2016-11-25,ir,2661,66
2016-11-26,ir,2681,60
2016-11-27,ir,2754,66
2016-11-28,ir,2778,66
2016-11-29,ir,2837,63
2016-11-30,ir,2698,64
2016-12-01,ir,2823,66
2016-12-02,ir,2896,65
2016-12-03,ir,2991,62
2016-12-04,ir,2798,63
2016-12-05,ir,2657,59
2016-12-06,ir,2733,63
2016-12-07,ir,2760,63
2016-12-08,ir,2678,64
2016-12-09,ir,2774,60
2016-12-10,ir,2916,62
2016-12-11,ir,2801,63
2016-12-12,ir,2694,64
2016-12-13,ir,2771,63
2016-12-14,ir,2919,63
2016-12-15,ir,2940,63
2016-12-16,ir,2832,62
2016-12-17,ir,2841,59
2016-12-18,ir,2688,56
2016-12-19,ir,2625,63
2016-12-20,ir,2699,57
2016-12-21,ir,2845,56
2016-12-22,ir,2721,61
2016-12-23,ir,2740,60
2016-12-24,ir,2782,59
2016-12-25,ir,2839,60
2016-12-26,ir,2863,60
2016-12-27,ir,2829,60
2016-12-28,ir,2787,60
2016-12-29,ir,2710,58
2016-12-30,ir,2740,58
2016-12-31,ir,3063,57
2017-01-01,ir,3144,56
2017-01-02,ir,3112,54
2017-01-03,ir,2932,59
2017-01-04,ir,2909,57
2017-01-05,ir,2899,59
2017-01-06,ir,2722,61
2017-01-07,ir,2668,64
2017-01-08,ir,2561,69
2017-01-09,ir,2971,61
2017-01-10,ir,2853,58
2017-01-11,ir,2754,59
2017-01-12,ir,2683,62
2017-01-13,ir,2649,64
2017-01-14,ir,2787,63
2017-01-15,ir,2667,66
2017-01-16,ir,2689,65
2017-01-17,ir,2559,67
2017-01-18,ir,2577,66
2017-01-19,ir,2564,66
2017-01-20,ir,2558,66
2017-01-21,ir,2722,65
2017-01-22,ir,2962,61
2017-01-23,ir,2610,64
2017-01-24,ir,2657,60
2017-01-25,ir,2681,66
2017-01-26,ir,2694,66
2017-01-27,ir,2595,66
2017-01-28,ir,2717,66
2017-01-29,ir,2795,67
2017-01-30,ir,2670,69
2017-01-31,ir,2665,66
2017-02-01,ir,2634,67
2017-02-02,ir,2662,68
2017-02-03,ir,2455,66
2017-02-04,ir,2610,64
2017-02-05,ir,2914,58
2017-02-06,ir,2604,65
2017-02-07,ir,2932,55
2017-02-08,ir,3174,51
2017-02-09,ir,2577,63
2017-02-10,ir,2373,65
2017-02-11,ir,2370,65
2017-02-12,ir,2447,64
2017-02-13,ir,2558,62
2017-02-14,ir,2874,53
2017-02-15,ir,2690,58
2017-02-16,ir,2860,54
2017-02-17,ir,2491,60
2017-02-18,ir,2449,60
2017-02-19,ir,2462,62
2017-02-20,ir,2552,62
2017-02-21,ir,2389,63
2017-02-22,ir,2200,64
2017-02-23,ir,2238,61
2017-02-24,ir,2558,52
2017-02-25,ir,2187,65
2017-02-26,ir,2181,66
2017-02-27,ir,2165,66
2017-02-28,ir,2115,65
2017-03-01,ir,2105,65
2017-03-02,ir,1954,66
2017-03-03,ir,1961,65
2017-03-04,ir,2072,64
2017-03-05,ir,2139,63
2017-03-06,ir,2111,65
2017-03-07,ir,2055,65
2017-03-08,ir,3778,34
2017-03-09,ir,2274,55
2017-03-10,ir,1830,65
2017-03-11,ir,2042,65
2017-03-12,ir,1930,65
2017-03-13,ir,2000,67
2017-03-14,ir,1947,67
2017-03-15,ir,1926,67
2017-03-16,ir,1903,65
2017-03-17,ir,1830,63
2017-03-18,ir,1889,64
2017-03-19,ir,1704,62
2017-03-20,ir,1464,63
2017-03-21,ir,1591,64
2017-03-22,ir,1623,62
2017-03-23,ir,1701,65
2017-03-24,ir,1763,64
2017-03-25,ir,2000,63
2017-03-26,ir,1877,64
2017-03-27,ir,1891,63
2017-03-28,ir,1888,62
2017-03-29,ir,1923,62
2017-03-30,ir,2074,57
2017-03-31,ir,2122,56
2017-04-01,ir,2236,53
2017-04-02,ir,2112,53
2017-04-03,ir,2384,50
2017-04-04,ir,2392,53
2017-04-05,ir,2464,51
2017-04-06,ir,2272,50
2017-04-07,ir,2252,52
2017-04-08,ir,2478,51
2017-04-09,ir,2413,51
2017-04-10,ir,2412,51
2017-04-11,ir,2381,51
2017-04-12,ir,2540,50
2017-04-13,ir,2445,50
2017-04-14,ir,2385,48
2017-04-15,ir,2542,46
2017-04-16,ir,2549,47
2017-04-17,ir,2520,48
2017-04-18,ir,2522,48
2017-04-19,ir,2429,48
2017-04-20,ir,2407,48
2017-04-21,ir,2159,47
2017-04-22,ir,2176,47
2017-04-23,ir,2108,47
2017-04-24,ir,2231,47
2017-04-25,ir,2191,45
2017-04-26,ir,2252,46
2017-04-27,ir,2131,45
2017-04-28,ir,2088,44
2017-04-29,ir,2395,40
2017-04-30,ir,2282,43
2017-05-01,ir,2134,46
2017-05-02,ir,2317,46
2017-05-03,ir,2248,46
2017-05-04,ir,2020,46
2017-05-05,ir,1794,45
2017-05-06,ir,2507,35
2017-05-07,ir,1091,86
2017-05-08,ir,1777,55
2017-05-09,ir,1780,56
2017-05-10,ir,1727,55
2017-05-11,ir,1649,53
2017-05-12,ir,1821,52
2017-05-13,ir,2002,57
2017-05-14,ir,2007,57
2017-05-15,ir,2039,58
2017-05-16,ir,2029,58
2017-05-17,ir,1845,57
2017-05-18,ir,1723,58
2017-05-19,ir,1714,59
2017-05-20,ir,1859,58
2017-05-21,ir,1857,57
2017-05-22,ir,1885,53
2017-05-23,ir,1862,58
2017-05-24,ir,1859,59
2017-05-25,ir,1776,59
2017-05-26,ir,1733,58
2017-05-27,ir,1863,57
2017-05-28,ir,1855,57
2017-05-29,ir,1800,58
2017-05-30,ir,1794,59
2017-05-31,ir,1790,58
2017-06-01,ir,1741,56
2017-06-02,ir,1684,59
2017-06-03,ir,1655,59
2017-06-04,ir,1614,59
2017-06-05,ir,1787,56
2017-06-06,ir,1756,58
2017-06-07,ir,1748,59
2017-06-08,ir,1650,61
2017-06-09,ir,1650,59
2017-06-10,ir,1647,52
2017-06-11,ir,1712,50
2017-06-12,ir,1625,59
2017-06-13,ir,1637,60
2017-06-14,ir,1605,60
2017-06-15,ir,1482,59
2017-06-16,ir,1617,51
2017-06-17,ir,1638,56
2017-06-18,ir,1633,59
2017-06-19,ir,1523,59
2017-06-20,ir,1401,57
2017-06-21,ir,1412,61
2017-06-22,ir,1361,64
2017-06-23,ir,1332,64
2017-06-24,ir,1455,63
2017-06-25,ir,1378,64
2017-06-26,ir,1237,66
2017-06-27,ir,1209,62
2017-06-28,ir,1295,63
2017-06-29,ir,1229,67
2017-06-30,ir,1250,65
2017-07-01,ir,1315,65
2017-07-02,ir,1307,66
2017-07-03,ir,1313,67
2017-07-04,ir,1280,67
2017-07-05,ir,1249,67
2017-07-06,ir,1185,67
2017-07-07,ir,1152,63
2017-07-08,ir,1247,61
2017-07-09,ir,1235,67
2017-07-10,ir,1119,70
2017-07-12,ir,1182,64
2017-07-13,ir,1187,64
2017-07-14,ir,1118,64
2017-07-15,ir,1279,63
2017-07-16,ir,1314,68
2017-07-17,ir,1299,68
2017-07-18,ir,1265,68
2017-07-19,ir,1224,68
2017-07-20,ir,1168,69
2017-07-21,ir,1166,68
2017-07-22,ir,1224,67
2017-07-23,ir,1205,68
2017-07-24,ir,1206,66
2017-07-25,ir,1203,63
2017-07-26,ir,1256,62
2017-07-27,ir,1204,71
2017-07-28,ir,1234,66
2017-07-29,ir,1325,65
2017-07-30,ir,1303,67
2017-07-31,ir,1255,68
2017-08-01,ir,1510,54
2017-08-02,ir,1180,71
2017-08-03,ir,1085,69
2017-08-04,ir,1066,66
2017-08-05,ir,1121,68
2017-08-06,ir,1211,70
2017-08-07,ir,1140,74
2017-08-08,ir,1175,71
2017-08-09,ir,1134,68
2017-08-10,ir,1107,68
2017-08-11,ir,1071,65
2017-08-12,ir,1126,66
2017-08-13,ir,1232,35
2017-08-16,ir,1063,68
2017-08-17,ir,1092,70
