#
# The Tor Project
#
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?country=ir
#
date,country,users,frac
2017-08-18,ir,1062,70
2017-08-19,ir,1168,69
2017-08-20,ir,1181,69
2017-08-21,ir,1173,70
2017-08-22,ir,1108,71
2017-08-23,ir,1106,71
2017-08-24,ir,1102,70
2017-08-25,ir,1079,70
2017-08-26,ir,1182,69
2017-08-27,ir,1320,61
2017-08-28,ir,1121,68
2017-08-29,ir,1135,67
2017-08-30,ir,1117,69
2017-08-31,ir,1003,64
2017-09-01,ir,946,59
2017-09-02,ir,1278,59
2017-09-03,ir,1712,46
2017-09-04,ir,1632,48
2017-09-05,ir,1475,53
2017-09-06,ir,1436,54
2017-09-07,ir,1366,53
2017-09-08,ir,1306,52
2017-09-09,ir,1417,52
2017-09-10,ir,1601,52
2017-09-11,ir,1586,52
2017-09-12,ir,1549,51
2017-09-13,ir,1487,51
2017-09-14,ir,1202,51
2017-09-16,ir,1682,43
2017-09-17,ir,1437,53
2017-09-18,ir,1400,53
2017-09-19,ir,1390,52
2017-09-20,ir,1144,65
2017-09-21,ir,1078,66
2017-09-22,ir,1067,65
2017-09-23,ir,1031,69
2017-09-24,ir,1090,66
2017-09-25,ir,1208,59
2017-09-26,ir,1081,69
2017-09-27,ir,1103,69
2017-09-28,ir,1069,68
2017-09-29,ir,986,69
2017-09-30,ir,959,68
2017-10-01,ir,1017,66
2017-10-02,ir,1133,67
2017-10-03,ir,1146,68
2017-10-04,ir,1136,69
2017-10-05,ir,1134,69
2017-10-06,ir,1111,68
2017-10-07,ir,1174,67
2017-10-08,ir,1103,69
2017-10-09,ir,1073,69
2017-10-10,ir,1065,70
2017-10-11,ir,1060,67
2017-10-12,ir,1071,69
2017-10-13,ir,1122,68
2017-10-14,ir,1122,67
2017-10-15,ir,1083,68
2017-10-16,ir,1064,69
2017-10-17,ir,1197,61
2017-10-18,ir,1042,70
2017-10-19,ir,1067,69
2017-10-20,ir,1067,69
2017-10-21,ir,1133,68
2017-10-22,ir,1084,69
2017-10-23,ir,1068,69
2017-10-24,ir,1023,69
2017-10-25,ir,982,64
2017-10-26,ir,949,63
2017-10-27,ir,1016,67
2017-10-28,ir,1051,66
2017-10-29,ir,1127,66
2017-10-30,ir,1096,69
2017-10-31,ir,1047,66
2017-11-01,ir,974,69
2017-11-02,ir,961,69
2017-11-03,ir,965,69
2017-11-04,ir,960,69
2017-11-05,ir,983,71
2017-11-06,ir,961,71
2017-11-07,ir,1136,57
2017-11-08,ir,940,73
2017-11-09,ir,865,67
2017-11-10,ir,963,63
2017-11-11,ir,996,69
2017-11-12,ir,942,75
2017-11-13,ir,969,73
2017-11-14,ir,960,72
2017-11-15,ir,947,73
2017-11-16,ir,924,74
2017-11-17,ir,920,74
2017-11-18,ir,952,73
2017-11-19,ir,1206,56
2017-11-20,ir,992,72
2017-11-21,ir,969,69
2017-11-22,ir,1003,73
2017-11-23,ir,991,70
2017-11-24,ir,816,71
2017-11-25,ir,775,72
2017-11-26,ir,743,73
2017-11-27,ir,922,61
2017-11-28,ir,795,81
2017-11-29,ir,813,82
2017-11-30,ir,852,82
2017-12-01,ir,823,80
2017-12-02,ir,843,77
2017-12-03,ir,1002,63
2017-12-04,ir,1043,58
2017-12-05,ir,1050,63
2017-12-06,ir,813,82
2017-12-07,ir,920,39
2017-12-12,ir,793,83
2017-12-13,ir,1099,61
2017-12-14,ir,893,74
2017-12-15,ir,858,71
2017-12-16,ir,889,75
2017-12-17,ir,897,75
2017-12-18,ir,880,75
2017-12-19,ir,907,76
2017-12-20,ir,860,76
2017-12-21,ir,777,76
2017-12-22,ir,796,76
2017-12-23,ir,902,75
2017-12-24,ir,876,79
2017-12-25,ir,928,76
2017-12-26,ir,912,76
2017-12-27,ir,907,76
2017-12-28,ir,900,76
2017-12-29,ir,919,76
2017-12-30,ir,1094,75
2017-12-31,ir,2491,74
2018-01-01,ir,4287,78
2018-01-02,ir,5373,76
2018-01-03,ir,6503,76
2018-01-04,ir,6834,68
2018-01-05,ir,6419,76
2018-01-06,ir,7429,77
2018-01-07,ir,7418,77
2018-01-08,ir,6901,76
2018-01-09,ir,6477,76
2018-01-10,ir,6574,72
2018-01-11,ir,6016,74
2018-01-12,ir,5803,74
2018-01-13,ir,5790,73
2018-01-14,ir,4870,74
2018-01-15,ir,4466,75
2018-01-16,ir,4253,73
2018-01-17,ir,4376,74
2018-01-18,ir,4006,73
2018-01-19,ir,3707,75
2018-01-20,ir,3805,75
2018-01-21,ir,3762,75
2018-01-22,ir,3619,76
2018-01-23,ir,3556,72
2018-01-24,ir,2941,72
2018-01-25,ir,3234,77
2018-01-26,ir,3238,72
2018-01-27,ir,3276,74
2018-01-28,ir,3374,72
2018-01-29,ir,3491,64
2018-01-30,ir,3147,76
2018-01-31,ir,3077,72
2018-02-01,ir,2347,72
2018-02-02,ir,2160,71
2018-02-03,ir,2294,75
2018-02-04,ir,2380,75
2018-02-05,ir,2284,75
2018-02-06,ir,2796,74
2018-02-07,ir,2857,74
2018-02-08,ir,2762,75
2018-02-09,ir,2727,75
2018-02-10,ir,2697,75
2018-02-11,ir,2785,75
2018-02-12,ir,2540,77
2018-02-13,ir,2780,76
2018-02-14,ir,2640,77
2018-02-15,ir,2581,75
2018-02-16,ir,2550,75
2018-02-17,ir,2626,76
2018-02-18,ir,2695,76
2018-02-19,ir,2715,76
2018-02-20,ir,2714,76
2018-02-21,ir,2559,77
2018-02-22,ir,2511,73
2018-02-23,ir,2461,76
2018-02-24,ir,2594,74
2018-02-25,ir,2633,76
2018-02-26,ir,2573,76
2018-02-27,ir,2557,76
2018-03-01,ir,2513,74
2018-03-02,ir,2465,74
2018-03-03,ir,2525,75
2018-03-04,ir,2514,76
2018-03-05,ir,2609,76
2018-03-06,ir,2429,76
2018-03-07,ir,2376,76
2018-03-08,ir,2364,75
2018-03-09,ir,2150,71
2018-03-10,ir,2338,73
2018-03-11,ir,2575,71
2018-03-12,ir,2444,75
2018-03-13,ir,2467,76
2018-03-14,ir,2422,76
2018-03-15,ir,2489,73
2018-03-16,ir,2257,76
2018-03-17,ir,2570,68
2018-03-18,ir,2578,75
2018-03-19,ir,2543,66
2018-03-20,ir,1963,76
2018-03-21,ir,2326,74
2018-03-22,ir,2321,65
2018-03-23,ir,2278,72
2018-03-24,ir,2307,78
2018-03-25,ir,2411,76
2018-03-26,ir,2409,73
2018-03-27,ir,2357,78
2018-03-28,ir,2467,78
2018-03-29,ir,2558,76
2018-03-30,ir,2440,73
2018-03-31,ir,2549,74
2018-04-01,ir,2728,72
2018-04-02,ir,2766,73
2018-04-03,ir,2848,76
2018-04-04,ir,2910,74
2018-04-05,ir,2829,75
2018-04-06,ir,2850,76
2018-04-07,ir,2953,78
2018-04-08,ir,2946,78
2018-04-09,ir,2522,78
2018-04-10,ir,2891,73
2018-04-11,ir,2779,78
2018-04-12,ir,2886,79
2018-04-13,ir,2851,76
2018-04-14,ir,2850,78
2018-04-15,ir,2917,78
2018-04-16,ir,3072,74
2018-04-17,ir,2794,77
2018-04-18,ir,3099,76
2018-04-19,ir,3222,75
2018-04-20,ir,3283,73
2018-04-21,ir,3242,74
2018-04-22,ir,3316,71
2018-04-23,ir,3493,65
2018-04-24,ir,3165,71
2018-04-25,ir,3082,74
2018-04-26,ir,3035,74
2018-04-27,ir,3006,74
2018-04-28,ir,3818,73
2018-04-29,ir,4216,73
2018-04-30,ir,2841,73
2018-05-01,ir,6469,72
2018-05-02,ir,6983,73
2018-05-03,ir,7562,74
2018-05-04,ir,7225,74
2018-05-05,ir,8100,71
2018-05-06,ir,9164,69
2018-05-07,ir,9392,72
2018-05-08,ir,9345,70
2018-05-09,ir,9270,72
2018-05-10,ir,9537,76
2018-05-11,ir,8945,77
2018-05-12,ir,10057,76
2018-05-13,ir,10553,76
2018-05-14,ir,10992,76
2018-05-15,ir,11236,75
2018-05-16,ir,13245,76
2018-05-17,ir,14206,76
2018-05-18,ir,14526,76
2018-05-19,ir,15410,76
2018-05-20,ir,15842,76
2018-05-21,ir,15523,75
2018-05-22,ir,15236,71
2018-05-23,ir,15088,67
2018-05-24,ir,12387,75
2018-05-25,ir,11918,73
2018-05-26,ir,12575,68
2018-05-27,ir,12528,69
2018-05-28,ir,12143,69
2018-05-29,ir,12368,66
2018-05-30,ir,12193,62
2018-05-31,ir,10972,64
2018-06-01,ir,10258,63
2018-06-02,ir,10565,66
2018-06-03,ir,10154,63
2018-06-04,ir,9783,60
2018-06-05,ir,9527,60
2018-06-06,ir,9719,62
2018-06-07,ir,9541,62
2018-06-08,ir,10399,56
2018-06-09,ir,10750,57
2018-06-10,ir,11187,61
2018-06-11,ir,11335,57
2018-06-12,ir,10732,63
2018-06-13,ir,10895,64
2018-06-14,ir,10521,57
2018-06-15,ir,8949,64
2018-06-16,ir,8979,62
2018-06-17,ir,9873,64
2018-06-18,ir,7697,69
2018-06-19,ir,7809,73
2018-06-20,ir,7349,72
2018-06-21,ir,6604,74
2018-06-22,ir,5946,75
2018-06-23,ir,6818,72
2018-06-24,ir,6701,74
2018-06-25,ir,6885,74
2018-06-26,ir,6553,74
2018-06-27,ir,6358,72
2018-06-28,ir,5985,73
2018-06-29,ir,5446,73
2018-06-30,ir,6021,73
2018-07-01,ir,6196,69
2018-07-02,ir,6344,68
2018-07-03,ir,6069,65
2018-07-04,ir,6400,64
2018-07-05,ir,5591,61
2018-07-06,ir,2227,11
2018-07-20,ir,1884,100
2018-07-21,ir,2628,78
2018-07-22,ir,2879,78
2018-07-23,ir,3079,81
2018-07-24,ir,3090,81
2018-07-25,ir,3054,81
2018-07-26,ir,2762,83
2018-07-27,ir,2647,79
2018-07-28,ir,3006,78
2018-07-29,ir,3178,77
2018-07-30,ir,3393,78
2018-07-31,ir,3418,79
2018-08-01,ir,3131,82
2018-08-02,ir,3425,75
2018-08-03,ir,3114,80
2018-08-04,ir,3421,82
2018-08-05,ir,3534,79
2018-08-06,ir,3734,71
2018-08-07,ir,3680,75
2018-08-08,ir,3532,74
2018-08-09,ir,3078,74
2018-08-10,ir,2943,71
2018-08-11,ir,3134,75
2018-08-12,ir,3089,75
2018-08-13,ir,3146,72
2018-08-14,ir,2914,82
2018-08-15,ir,2999,82
2018-08-16,ir,2835,83
2018-08-17,ir,2713,82
2018-08-18,ir,3095,82
2018-08-19,ir,3119,82
2018-08-20,ir,3206,82
2018-08-21,ir,3052,82
2018-08-22,ir,2745,83
2018-08-23,ir,2658,82
2018-08-24,ir,2649,81
2018-08-25,ir,3039,81
2018-08-26,ir,3040,80
2018-08-27,ir,3047,80
2018-08-28,ir,3076,81
2018-08-29,ir,2842,81
2018-08-30,ir,2717,80
2018-08-31,ir,2722,80
2018-09-01,ir,2924,74
2018-09-02,ir,3078,71
2018-09-03,ir,3145,76
2018-09-04,ir,3064,77
2018-09-05,ir,2963,78
2018-09-06,ir,2783,80
2018-09-07,ir,2502,77
2018-09-08,ir,3129,60
2018-09-09,ir,2797,75
2018-09-10,ir,3055,69
2018-09-11,ir,3626,58
2018-09-12,ir,3419,56
2018-09-13,ir,3054,61
2018-09-14,ir,2823,66
2018-09-15,ir,3353,54
2018-09-16,ir,4428,47
2018-09-17,ir,4723,47
2018-09-18,ir,4592,47
2018-09-19,ir,3905,50
2018-09-20,ir,3848,65
2018-09-21,ir,4255,58
2018-09-22,ir,4954,66
2018-09-23,ir,4973,65
2018-09-24,ir,4937,66
2018-09-25,ir,4984,65
2018-09-26,ir,4659,70
2018-09-27,ir,4640,67
2018-09-28,ir,4226,69
2018-09-29,ir,4377,71
2018-09-30,ir,4619,52
2018-10-01,ir,4189,62
2018-10-02,ir,4389,70
2018-10-03,ir,4260,74
2018-10-04,ir,4117,74
2018-10-05,ir,3729,74
2018-10-06,ir,4094,75
2018-10-07,ir,4103,74
2018-10-08,ir,4178,75
2018-10-09,ir,4110,75
2018-10-10,ir,4235,74
2018-10-11,ir,3966,73
2018-10-12,ir,3706,72
2018-10-13,ir,4395,73
2018-10-14,ir,4455,72
2018-10-15,ir,4243,71
2018-10-16,ir,4729,65
2018-10-17,ir,4330,70
2018-10-18,ir,4804,60
2018-10-19,ir,5618,45
2018-10-20,ir,5898,48
2018-10-21,ir,5457,53
2018-10-22,ir,4297,68
2018-10-23,ir,5695,51
2018-10-24,ir,3865,68
2018-10-25,ir,3511,74
2018-10-26,ir,3605,73
2018-10-27,ir,3959,69
2018-10-28,ir,4008,71
2018-10-29,ir,4026,71
2018-10-30,ir,3805,69
2018-10-31,ir,3896,71
2018-11-01,ir,3867,65
2018-11-02,ir,3589,66
2018-11-03,ir,4254,67
2018-11-04,ir,4309,65
2018-11-05,ir,4546,67
2018-11-06,ir,4545,67
2018-11-07,ir,4007,68
2018-11-08,ir,3786,69
2018-11-09,ir,3794,68
2018-11-10,ir,4084,69
2018-11-11,ir,4291,70
2018-11-12,ir,4631,71
2018-11-13,ir,4842,70
2018-11-14,ir,5011,68
2018-11-15,ir,4626,69
2018-11-16,ir,4614,67
2018-11-17,ir,4856,69
2018-11-18,ir,4946,68
2018-11-19,ir,5191,67
2018-11-20,ir,5270,65
2018-11-21,ir,5261,63
2018-11-22,ir,5026,64
2018-11-23,ir,4969,62
2018-11-24,ir,5285,61
2018-11-25,ir,5360,61
2018-11-26,ir,5857,61
2018-11-27,ir,5748,59
2018-11-28,ir,5464,61
2018-11-29,ir,5094,63
2018-11-30,ir,4850,62
2018-12-01,ir,5620,58
2018-12-02,ir,5927,59
2018-12-03,ir,6139,61
2018-12-04,ir,6230,61
2018-12-05,ir,6388,56
2018-12-06,ir,6116,58
2018-12-07,ir,5561,59
2018-12-08,ir,6257,56
2018-12-09,ir,6088,56
2018-12-10,ir,6267,56
2018-12-11,ir,6516,55
2018-12-12,ir,6540,54
2018-12-13,ir,6091,57
2018-12-14,ir,5870,57
2018-12-15,ir,6314,55
2018-12-16,ir,6341,54
2018-12-17,ir,6477,47
2018-12-18,ir,6693,56
2018-12-19,ir,6496,58
2018-12-20,ir,6390,56
2018-12-21,ir,5901,54
2018-12-22,ir,6390,53
2018-12-23,ir,6399,55
2018-12-24,ir,6611,55
2018-12-25,ir,6506,56
2018-12-26,ir,6768,57
2018-12-27,ir,6559,56
2018-12-28,ir,5984,55
2018-12-29,ir,6938,54
2018-12-30,ir,5990,62
2018-12-31,ir,5781,63
2019-01-01,ir,5955,61
2019-01-02,ir,5514,65
2019-01-03,ir,4989,69
2019-01-04,ir,4381,73
2019-01-05,ir,4859,73
2019-01-06,ir,5137,69
2019-01-07,ir,4897,76
2019-01-08,ir,4944,76
2019-01-09,ir,4611,70
2019-01-10,ir,4723,78
2019-01-11,ir,4954,71
2019-01-12,ir,5379,66
2019-01-13,ir,4956,69
2019-01-14,ir,5153,66
2019-01-15,ir,5021,66
2019-01-16,ir,4881,69
2019-01-17,ir,4757,70
2019-01-18,ir,4493,68
2019-01-19,ir,4861,68
2019-01-20,ir,5320,64
2019-01-21,ir,5683,59
2019-01-22,ir,4974,66
2019-01-23,ir,5042,63
2019-01-24,ir,4518,57
2019-01-25,ir,4566,63
2019-01-26,ir,4924,67
2019-01-27,ir,4892,68
2019-01-28,ir,4953,70
2019-01-29,ir,4677,68
2019-01-30,ir,3850,61
2019-01-31,ir,4357,71
2019-02-01,ir,4417,68
2019-02-02,ir,5321,68
2019-02-03,ir,3798,97
2019-02-04,ir,5290,68
2019-02-05,ir,5369,67
2019-02-07,ir,3567,99
2019-02-08,ir,4783,67
2019-02-09,ir,4994,65
2019-02-10,ir,5082,64
2019-02-11,ir,4970,65
2019-02-12,ir,5250,66
2019-02-13,ir,4817,68
2019-02-14,ir,4563,69
2019-02-15,ir,4393,70
2019-02-16,ir,4663,69
2019-02-17,ir,4505,66
2019-02-18,ir,3924,57
2019-02-19,ir,5370,69
2019-02-20,ir,5266,67
2019-02-21,ir,4648,68
2019-02-22,ir,4414,69
2019-02-23,ir,4675,69
2019-02-24,ir,4668,68
2019-02-25,ir,4936,69
2019-02-26,ir,5239,66
2019-02-27,ir,5025,67
2019-02-28,ir,4523,68
2019-03-01,ir,4691,65
2019-03-02,ir,5074,65
2019-03-03,ir,4800,67
2019-03-04,ir,4687,68
2019-03-05,ir,4408,71
2019-03-06,ir,4505,70
2019-03-07,ir,4366,69
2019-03-08,ir,4209,68
2019-03-09,ir,5492,60
2019-03-10,ir,5744,58
2019-03-11,ir,5367,60
2019-03-12,ir,5223,60
2019-03-13,ir,4911,58
2019-03-14,ir,3692,56
2019-03-15,ir,4319,66
2019-03-16,ir,4617,67
2019-03-17,ir,4791,66
2019-03-18,ir,5015,65
2019-03-19,ir,4935,65
2019-03-20,ir,4399,64
2019-03-21,ir,4326,63
2019-03-22,ir,4198,65
2019-03-23,ir,4319,65
2019-03-24,ir,4564,64
2019-03-25,ir,4860,64
2019-03-26,ir,5086,61
2019-03-27,ir,5220,64
2019-03-28,ir,5126,63
2019-03-29,ir,4758,64
2019-03-30,ir,5010,63
2019-03-31,ir,4941,64
2019-04-01,ir,4883,63
2019-04-02,ir,4468,63
2019-04-03,ir,4639,61
2019-04-04,ir,4961,59
2019-04-05,ir,4752,62
2019-04-06,ir,4680,59
2019-04-07,ir,4398,53
2019-04-08,ir,5853,60
2019-04-09,ir,5726,60
2019-04-10,ir,5442,62
2019-04-11,ir,5447,57
2019-04-12,ir,5088,59
2019-04-13,ir,5465,60
2019-04-14,ir,5631,58
2019-04-15,ir,5484,61
2019-04-16,ir,5770,57
2019-04-17,ir,5919,61
2019-04-18,ir,6004,61
2019-04-19,ir,6245,61
2019-04-20,ir,6877,61
2019-04-21,ir,6812,61
2019-04-22,ir,7466,59
2019-04-23,ir,8043,51
2019-04-24,ir,7882,60
2019-04-25,ir,7595,60
2019-04-26,ir,6349,55
2019-04-27,ir,5673,49
2019-04-28,ir,8841,57
2019-04-29,ir,9252,55
2019-04-30,ir,8554,58
2019-05-01,ir,8855,55
2019-05-02,ir,7042,52
2019-05-03,ir,5205,49
2019-05-04,ir,8490,56
2019-05-05,ir,8128,60
2019-05-06,ir,8276,61
2019-05-07,ir,6616,56
2019-05-08,ir,5507,45
2019-05-09,ir,8284,51
2019-05-10,ir,6744,51
2019-05-11,ir,6959,52
2019-05-12,ir,6188,51
2019-05-13,ir,6867,53
2019-05-14,ir,8954,57
2019-05-15,ir,7447,54
2019-05-16,ir,8486,58
2019-05-17,ir,8515,59
2019-05-18,ir,9015,58
2019-05-19,ir,9324,59
2019-05-20,ir,9881,59
2019-05-21,ir,10150,56
2019-05-22,ir,9390,57
2019-05-23,ir,9417,57
2019-05-24,ir,9448,58
2019-05-25,ir,9781,59
2019-05-26,ir,9376,58
2019-05-27,ir,8294,55
2019-05-28,ir,5928,49
2019-05-29,ir,9888,59
2019-05-30,ir,9332,60
2019-05-31,ir,9966,54
2019-06-01,ir,10649,54
2019-06-02,ir,10816,55
2019-06-03,ir,9554,64
2019-06-04,ir,8786,66
2019-06-05,ir,8949,65
2019-06-06,ir,8770,64
2019-06-07,ir,9372,62
2019-06-08,ir,9874,63
2019-06-09,ir,10352,62
2019-06-10,ir,10716,61
2019-06-11,ir,10797,61
2019-06-12,ir,10665,61
2019-06-13,ir,10545,61
2019-06-14,ir,9881,61
2019-06-15,ir,11117,60
2019-06-16,ir,12035,59
2019-06-17,ir,11181,64
2019-06-18,ir,11091,64
2019-06-19,ir,11376,65
2019-06-20,ir,10893,66
2019-06-21,ir,12465,56
2019-06-22,ir,12520,61
2019-06-23,ir,15145,60
2019-06-24,ir,18866,68
2019-06-25,ir,23695,68
2019-06-26,ir,24573,65
2019-06-27,ir,24186,59
2019-06-28,ir,20752,62
2019-06-29,ir,21740,63
2019-06-30,ir,24467,59
2019-07-01,ir,25973,53
2019-07-02,ir,34038,61
2019-07-03,ir,26527,67
2019-07-04,ir,21864,64
2019-07-05,ir,19628,66
2019-07-06,ir,19816,64
2019-07-07,ir,19327,69
2019-07-08,ir,19806,68
2019-07-09,ir,19785,68
2019-07-10,ir,23288,70
2019-07-11,ir,25726,69
2019-07-12,ir,21503,68
2019-07-13,ir,20013,68
2019-07-14,ir,18912,68
2019-07-15,ir,18063,69
2019-07-16,ir,17181,69
2019-07-17,ir,16318,70
2019-07-18,ir,15468,67
2019-07-19,ir,14163,68
2019-07-20,ir,13466,69
2019-07-21,ir,12600,71
2019-07-22,ir,11521,70
2019-07-23,ir,9774,62
2019-07-24,ir,11664,75
2019-07-25,ir,10163,76
2019-07-26,ir,8999,71
2019-07-27,ir,8503,62
2019-07-28,ir,10574,75
2019-07-29,ir,10553,76
2019-07-30,ir,10869,74
2019-07-31,ir,10315,76
2019-08-01,ir,9395,74
2019-08-02,ir,8729,75
2019-08-03,ir,9672,78
2019-08-04,ir,9760,79
2019-08-05,ir,9642,77
2019-08-06,ir,9836,79
2019-08-07,ir,10020,78
2019-08-08,ir,9085,79
2019-08-09,ir,8768,79
2019-08-10,ir,9333,77
2019-08-11,ir,9059,78
2019-08-12,ir,8703,79
2019-08-13,ir,9810,79
2019-08-14,ir,9753,78
2019-08-15,ir,8909,77
2019-08-16,ir,8343,78
2019-08-17,ir,8954,78
2019-08-18,ir,9309,78
2019-08-19,ir,9769,77
2019-08-20,ir,9403,77
2019-08-21,ir,9589,78
2019-08-22,ir,8762,77
2019-08-23,ir,8405,78
2019-08-24,ir,9121,79
2019-08-25,ir,8758,73
2019-08-26,ir,11181,64
2019-08-27,ir,26375,74
2019-08-28,ir,19006,70
2019-08-29,ir,15036,78
2019-08-30,ir,45723,73
2019-08-31,ir,115670,70
2019-09-01,ir,131575,66
2019-09-02,ir,116233,64
2019-09-03,ir,80961,66
2019-09-04,ir,73777,67
2019-09-05,ir,111355,65
2019-09-06,ir,105773,67
2019-09-07,ir,100519,71
2019-09-08,ir,90896,73
2019-09-09,ir,81893,76
2019-09-10,ir,84541,71
2019-09-11,ir,92532,71
2019-09-12,ir,85627,70
2019-09-13,ir,95457,70
2019-09-14,ir,98803,65
2019-09-15,ir,94799,66
2019-09-16,ir,112393,70
2019-09-17,ir,107801,64
2019-09-18,ir,108698,61
2019-09-19,ir,89310,56
2019-09-20,ir,90915,60
2019-09-21,ir,81479,57
2019-09-22,ir,38297,64
2019-09-23,ir,34437,67
2019-09-24,ir,41134,62
2019-09-25,ir,69216,59
2019-09-26,ir,67389,65
2019-09-27,ir,71719,69
2019-09-28,ir,70974,67
2019-09-29,ir,75277,67
2019-09-30,ir,85500,71
2019-10-01,ir,84617,70
2019-10-02,ir,86925,70
2019-10-03,ir,69876,60
2019-10-04,ir,56726,67
2019-10-05,ir,65717,67
2019-10-06,ir,70804,66
2019-10-07,ir,99576,66
2019-10-08,ir,114087,68
2019-10-09,ir,111382,66
2019-10-10,ir,102696,67
2019-10-11,ir,90017,68
2019-10-12,ir,90299,68
2019-10-13,ir,103394,70
2019-10-14,ir,101191,70
2019-10-15,ir,90425,71
2019-10-16,ir,76571,73
2019-10-17,ir,93639,70
2019-10-18,ir,88874,70
2019-10-19,ir,85246,72
2019-10-20,ir,106188,64
2019-10-21,ir,97396,65
2019-10-22,ir,88855,66
2019-10-23,ir,86428,65
2019-10-24,ir,92461,65
2019-10-25,ir,104241,63
2019-10-26,ir,89300,63
2019-10-27,ir,89151,65
2019-10-28,ir,96774,70
2019-10-29,ir,97460,66
2019-10-30,ir,90385,64
2019-10-31,ir,82058,60
2019-11-01,ir,93450,61
2019-11-02,ir,95763,61
2019-11-03,ir,90881,59
2019-11-04,ir,94702,56
2019-11-06,ir,55385,87
2019-11-07,ir,77417,57
2019-11-08,ir,78279,56
2019-11-09,ir,74868,56
2019-11-10,ir,80896,54
2019-11-11,ir,83542,56
2019-11-12,ir,86772,78
2019-11-13,ir,108240,63
2019-11-14,ir,77575,51
2019-11-15,ir,84452,56
2019-11-16,ir,37955,83
2019-11-17,ir,4405,71
2019-11-18,ir,319,74
2019-11-19,ir,301,62
2019-11-20,ir,323,73
2019-11-21,ir,1001,74
2019-11-22,ir,2867,72
2019-11-23,ir,18360,67
2019-11-24,ir,38293,62
